,player_id,player_name,Position,Shoots,Height,Weight,Birthday,Birthmonth,Birthyear,College,Last Season Games,Last Season Points,Last Season Total Rebound Percentage,Last Season Assists Percentage,Last Season Field Goal Percentage,Last Season 3pt Field Goal Percentage,Last Season TFree Throw Percentage,Last Season Effective Field Goal Percentage,Experience,Career Games,Career Points,Career Total Rebound Percentage,Career Assists Percentage,Career Field Goal Percentage,Career 3pt Field Goal Percentage,Career Free Throw Percentage,Career Effective Field Goal Percentage
0,gilgesh01,Shai Gilgeous-Alexander,"Point Guard , Shooting Guard",Right,6-6,200,12,July,1998,Kentucky,76,32.7,5.0,6.4,76,32.7,5.0,6.4,7,462,24.4,4.8,5.1,50.1,35.5,86.2,54.0
1,edwaran01,Anthony Edwards,Shooting Guard,Right,6-4,225,5,August,2001,Georgia,79,27.6,5.7,4.5,79,27.6,5.7,4.5,5,381,23.9,5.3,4.2,44.6,36.4,80.4,52.4
2,jokicni01,Nikola JokiÄ,Center,Right,6-11,284,19,February,1995,Colleges,70,29.6,12.7,10.2,70,29.6,12.7,10.2,10,745,21.8,10.9,7.2,56.0,36.0,82.4,59.6
3,antetgi01,Giannis Antetokounmpo,"Power Forward, Small Forward, Point Guard, , Shooting Guard",Right,6-11,242,6,December,1994,Colleges,67,30.4,11.9,6.5,67,30.4,11.9,6.5,12,859,23.9,9.9,5.0,55.1,28.4,69.3,57.0
4,tatumja01,Jayson Tatum,"Small Forward , Power Forward",Right,6-8,210,3,March,1998,Duke,72,26.8,8.7,6.0,72,26.8,8.7,6.0,8,585,23.6,7.3,3.8,45.9,37.0,84.0,53.3
5,bookede01,Devin Booker,"Shooting Guard , Point Guard",Right,6-6,206,30,October,1996,Kentucky,75,25.6,4.1,7.1,75,25.6,4.1,7.1,10,673,24.4,4.0,5.2,46.4,35.4,87.3,52.1
6,youngtr01,Trae Young,Point Guard,Right,6-1,164,19,September,1998,Oklahoma,76,24.2,3.1,11.6,76,24.2,3.1,11.6,7,483,25.3,3.5,9.8,43.3,35.2,87.3,50.4
7,herroty01,Tyler Herro,Shooting Guard,Right,6-5,195,20,January,2000,Kentucky,77,23.9,5.2,5.5,77,23.9,5.2,5.5,6,361,19.4,5.0,4.0,44.8,38.2,87.4,53.4
8,cunnica01,Cade Cunningham,"Point Guard , Shooting Guard",Right,6-6,220,25,September,2001,"Oklahoma,State",70,26.1,6.1,9.1,70,26.1,6.1,9.1,4,208,22.1,5.4,7.4,44.6,33.9,85.3,49.7
9,hardeja01,James Harden,"Point Guard , Shooting Guard",Left,6-5,220,26,August,1989,"Arizona,State",79,22.8,5.8,8.7,79,22.8,5.8,8.7,16,1151,24.1,5.6,7.2,43.9,36.3,86.1,52.5
10,townska01,Karl-Anthony Towns,"Center , Power Forward",Right,7-0,248,15,November,1995,Kentucky,72,24.4,12.8,3.1,72,24.4,12.8,3.1,10,645,23.1,11.1,3.2,52.4,40.0,83.7,57.7
11,lavinza01,Zach LaVine,"Shooting Guard, Small Forward, , Point Guard",Right,6-5,200,10,March,1995,UCLA,74,23.3,4.3,4.2,74,23.3,4.3,4.2,11,654,20.8,4.1,4.0,47.0,39.1,83.3,54.4
12,greenja05,Jalen Green,Shooting Guard,Right,6-4,178,9,February,2002,Colleges,82,21.0,4.6,3.4,82,21.0,4.6,3.4,4,307,20.1,4.3,3.4,42.2,34.2,79.9,49.8
13,curryst01,Stephen Curry,Point Guard,Right,6-2,185,14,March,1988,Davidson,70,24.5,4.4,6.0,70,24.5,4.4,6.0,16,1026,24.7,4.7,6.4,47.1,42.3,91.1,58.2
14,derozde01,DeMar DeRozan,"Shooting Guard, Small Forward, , Power Forward",Right,6-6,220,7,August,1989,USC,77,22.2,3.9,4.4,77,22.2,3.9,4.4,16,1187,21.3,4.4,4.1,46.9,30.0,84.2,48.5
15,jamesle01,LeBron James,"Small Forward, Power Forward, Point Guard, Center, , Shooting Guard",Right,6-9,250,30,December,1984,Colleges,70,24.4,7.8,8.2,70,24.4,7.8,8.2,22,1562,27.0,7.5,7.4,50.6,34.9,73.7,54.8
16,mitchdo01,Donovan Mitchell,"Shooting Guard , Point Guard",Right,6-3,215,7,September,1996,Louisville,71,24.0,4.5,5.0,71,24.0,4.5,5.0,8,539,24.7,4.3,4.7,44.9,36.6,84.0,52.6
17,brunsja01,Jalen Brunson,"Point Guard , Shooting Guard",Left,6-2,190,31,August,1996,Villanova,65,26.0,2.9,7.3,65,26.0,2.9,7.3,7,487,18.1,3.2,5.0,48.9,38.9,82.3,54.7
18,duranke01,Kevin Durant,"Small Forward, Power Forward, , Shooting Guard",Right,6-11,240,29,September,1988,Texas,62,26.6,6.0,4.2,62,26.6,6.0,4.2,17,1123,27.2,7.0,4.4,50.2,39.0,88.2,55.4
19,jacksja02,Jaren Jackson Jr.,"Center , Power Forward",Right,6-10,242,15,September,1999,"Michigan,State",74,22.2,5.6,2.0,74,22.2,5.6,2.0,7,407,18.5,5.5,1.5,46.6,35.1,79.2,52.8
20,siakapa01,Pascal Siakam,Power Forward,Right,6-8,230,2,April,1994,"New,Mexico,State",78,20.2,6.9,3.4,78,20.2,6.9,3.4,9,629,18.0,6.7,3.6,49.9,33.9,76.3,53.9
21,garlada01,Darius Garland,"Point Guard , Shooting Guard",Right,6-1,192,26,January,2000,Vanderbilt,75,20.6,2.9,6.7,75,20.6,2.9,6.7,6,382,18.9,2.7,6.7,45.3,38.8,86.7,53.0
22,whiteco01,Coby White,"Point Guard , Shooting Guard",Right,6-5,195,16,February,2000,UNC,74,20.4,3.7,4.5,74,20.4,3.7,4.5,6,422,15.2,3.6,3.8,43.3,36.9,86.5,52.7
23,willija06,Jalen Williams,"Shooting Guard , Power Forward",Right,6-6,220,14,April,2001,"Santa,Clara",69,21.6,5.3,5.1,69,21.6,5.3,5.1,3,215,18.1,4.6,4.3,51.3,38.2,80.3,56.3
24,reaveau01,Austin Reaves,Shooting Guard,Right,6-5,206,29,May,1998,"Wichita,State",73,20.2,4.5,5.8,73,20.2,4.5,5.8,4,280,14.5,3.8,4.3,48.1,37.0,86.3,56.9
25,foxde01,De'Aaron Fox,Point Guard,Left,6-3,185,20,December,1997,Kentucky,62,23.5,4.8,6.3,62,23.5,4.8,6.3,8,531,21.5,3.9,6.1,47.0,33.0,74.6,51.5
26,sengual01,Alperen ÅengÃ¼n,Center,Right,6-11,235,25,July,2002,Colleges,76,19.1,10.3,4.9,76,19.1,10.3,4.9,4,286,16.0,8.6,4.1,51.8,27.2,70.1,53.2
27,wagnefr01,Franz Wagner,Small Forward,Right,6-10,225,27,August,2001,Michigan,60,24.2,5.7,4.7,60,24.2,5.7,4.7,4,291,19.1,4.8,3.7,47.4,32.2,85.6,52.3
28,lillada01,Damian Lillard,Point Guard,Right,6-2,195,15,July,1990,"Weber,State",58,24.9,4.7,7.1,58,24.9,4.7,7.1,13,900,25.1,4.3,6.7,43.9,37.1,89.9,52.3
29,bridgmi01,Mikal Bridges,"Small Forward , Shooting Guard",Right,6-6,209,30,August,1996,Villanova,82,17.6,3.2,3.7,82,17.6,3.2,3.7,7,556,14.8,4.0,2.7,48.4,37.1,84.3,56.1
30,murraja01,Jamal Murray,"Point Guard , Shooting Guard",Right,6-4,215,23,February,1997,Kentucky,67,21.4,3.9,6.0,67,21.4,3.9,6.0,8,536,18.0,3.8,4.7,45.5,38.1,87.0,52.9
31,adebaba01,Bam Adebayo,"Center , Power Forward",Right,6-9,255,18,July,1997,Kentucky,78,18.1,9.6,4.3,78,18.1,9.6,4.3,8,567,15.7,8.9,3.6,53.7,31.4,75.6,54.5
32,doncilu01,Luka DonÄiÄ,"Point Guard , Shooting Guard",Right,6-6,230,28,February,1999,Colleges,50,28.2,8.2,7.7,50,28.2,8.2,7.7,7,450,28.6,8.6,8.2,46.8,35.0,75.1,54.2
33,brownja02,Jaylen Brown,"Small Forward , Shooting Guard",Right,6-6,223,24,October,1996,California,63,22.2,5.8,4.5,63,22.2,5.8,4.5,9,603,19.0,5.3,2.6,47.8,35.9,72.6,54.2
34,portemi01,Michael Porter Jr.,Small Forward,Right,6-10,218,29,June,1998,Missouri,77,18.2,7.0,2.1,77,18.2,7.0,2.1,6,345,16.2,6.4,1.4,50.0,40.6,79.5,59.9
35,poolejo01,Jordan Poole,"Shooting Guard , Point Guard",Right,6-4,194,19,June,1999,Michigan,68,20.5,3.0,4.5,68,20.5,3.0,4.5,6,412,16.8,2.7,3.8,42.2,34.5,87.9,51.3
36,maxeyty01,Tyrese Maxey,"Point Guard , Shooting Guard",Right,6-2,200,4,November,2000,Kentucky,52,26.3,3.3,6.1,52,26.3,3.3,6.1,5,318,19.5,3.0,4.4,46.1,38.1,86.6,53.3
37,halibty01,Tyrese Haliburton,"Point Guard , Shooting Guard",Right,6-5,185,29,February,2000,"Iowa,State",73,18.6,3.5,9.2,73,18.6,3.5,9.2,5,333,17.5,3.7,8.8,47.7,39.2,85.5,57.4
38,vucevni01,Nikola VuÄeviÄ,Center,Right,6-10,260,24,October,1990,USC,73,18.5,10.1,3.5,73,18.5,10.1,3.5,14,972,17.2,10.5,2.9,49.7,34.8,77.0,52.9
39,simonan01,Anfernee Simons,Shooting Guard,Right,6-3,181,8,June,1999,Colleges,70,19.3,2.7,4.8,70,19.3,2.7,4.8,7,389,15.0,2.5,3.3,43.1,38.1,88.0,53.1
40,zubaciv01,Ivica Zubac,Center,Right,7-0,240,18,March,1997,Colleges,80,16.8,12.6,2.7,80,16.8,12.6,2.7,9,584,10.2,8.1,1.4,61.6,8.3,72.6,61.6
41,sabondo01,Domantas Sabonis,"Center , Power Forward",Left,6-10,240,3,May,1996,Gonzaga,70,19.1,13.9,6.0,70,19.1,13.9,6.0,9,646,16.1,10.7,4.9,56.0,34.7,72.9,58.1
42,beaslma01,Malik Beasley,Shooting Guard,Right,6-4,187,26,November,1996,"Florida,State",82,16.3,2.6,1.7,82,16.3,2.6,1.7,9,578,11.7,2.8,1.4,42.6,39.1,76.9,55.3
43,sharpsh01,Shaedon Sharpe,Shooting Guard,Right,6-6,200,30,May,2003,Kentucky,72,18.5,4.5,2.8,72,18.5,4.5,2.8,3,184,14.3,3.9,2.1,44.9,33.0,77.9,51.9
44,anunoog01,OG Anunoby,"Small Forward , Power Forward",Right,6-7,232,17,July,1997,Indiana,74,18.0,4.8,2.2,74,18.0,4.8,2.2,8,492,12.9,4.4,1.7,47.4,37.5,76.1,56.0
45,banede01,Desmond Bane,Shooting Guard,Right,6-5,215,25,June,1998,TCU,69,19.2,6.1,5.3,69,19.2,6.1,5.3,5,313,17.8,4.6,3.8,47.2,41.0,88.3,56.6
46,mobleev01,Evan Mobley,Power Forward,Right,6-11,215,18,June,2001,USC,71,18.5,9.3,3.2,71,18.5,9.3,3.2,4,269,16.4,9.0,2.9,54.8,31.5,69.4,57.1
47,powelno01,Norman Powell,"Shooting Guard , Small Forward",Right,6-3,215,25,May,1993,UCLA,60,21.8,3.2,2.1,60,21.8,3.2,2.1,10,617,13.2,2.7,1.5,47.1,39.8,82.4,55.8
48,bridgmi02,Miles Bridges,"Small Forward , Power Forward",Left,6-7,225,21,March,1998,"Michigan,State",64,20.3,7.5,3.9,64,20.3,7.5,3.9,6,424,15.7,6.2,2.7,46.2,34.0,82.6,53.0
49,randlju01,Julius Randle,"Power Forward , Center",Left,6-9,250,29,November,1994,Kentucky,69,18.7,7.1,4.7,69,18.7,7.1,4.7,11,710,19.0,9.1,3.8,47.1,33.4,75.3,51.2
50,davisan02,Anthony Davis,"Center , Power Forward",Right,6-10,253,11,March,1993,Kentucky,51,24.7,11.6,3.5,51,24.7,11.6,3.5,13,787,24.1,10.7,2.6,52.2,29.6,79.4,53.6
51,barnesc01,Scottie Barnes,"Power Forward, Shooting Guard, , Small Forward",Right,6-7,227,1,August,2001,"Florida,State",65,19.3,7.7,5.8,65,19.3,7.7,5.8,4,276,17.2,7.5,5.0,46.6,30.0,76.1,50.4
52,whitede01,Derrick White,"Shooting Guard , Point Guard",Right,6-4,190,2,July,1994,"Colorado-Colorado,Springs",76,16.4,4.5,4.8,76,16.4,4.5,4.8,8,494,13.0,3.7,4.2,44.8,36.9,85.2,54.4
53,irvinky01,Kyrie Irving,"Point Guard , Shooting Guard",Right,6-2,195,23,March,1992,Duke,50,24.7,4.8,4.6,50,24.7,4.8,4.6,14,779,23.7,4.1,5.6,47.4,39.4,88.8,54.0
54,barrerj01,RJ Barrett,"Shooting Guard , Small Forward",Left,6-6,214,14,June,2000,Duke,58,21.1,6.3,5.4,58,21.1,6.3,5.4,6,387,18.8,5.6,3.3,44.1,34.6,69.7,49.4
55,avdijde01,Deni Avdija,Small Forward,Right,6-9,210,3,January,2001,Colleges,72,16.9,7.3,3.9,72,16.9,7.3,3.9,5,359,11.3,6.2,2.8,46.2,33.7,75.3,52.9
56,braunch01,Christian Braun,Shooting Guard,Right,6-6,218,17,April,2001,Kansas,79,15.4,5.2,2.6,79,15.4,5.2,2.6,3,237,9.2,3.8,1.7,52.8,38.4,75.2,58.6
57,banchpa01,Paolo Banchero,Power Forward,Right,6-10,250,12,November,2002,Duke,46,25.9,7.5,4.8,46,25.9,7.5,4.8,3,198,22.4,7.1,4.6,44.5,32.0,73.0,48.7
58,castlst01,Stephon Castle,Point Guard,Right,6-6,215,1,November,2004,UConn,81,14.7,3.7,4.1,81,14.7,3.7,4.1,1,81,14.7,3.7,4.1,42.8,28.5,72.4,47.6
59,ballla01,LaMelo Ball,Point Guard,Right,6-7,180,22,August,2001,Colleges,47,25.2,4.9,7.4,47,25.2,4.9,7.4,5,231,21.0,6.0,7.4,42.1,36.5,83.7,50.8
60,mccolcj01,CJ McCollum,"Shooting Guard , Point Guard",Right,6-3,190,19,September,1991,Lehigh,56,21.1,3.8,4.1,56,21.1,3.8,4.1,12,787,19.6,3.6,3.8,45.3,39.7,79.9,53.0
61,moranja01,Ja Morant,Point Guard,Right,6-2,174,10,August,1999,"Murray,State",50,23.2,4.1,7.3,50,23.2,4.1,7.3,6,307,22.6,4.7,7.4,46.9,31.6,76.6,50.8
62,sextoco01,Collin Sexton,"Shooting Guard , Point Guard",Right,6-3,190,4,January,1999,Alabama,63,18.4,2.7,4.2,63,18.4,2.7,4.2,7,407,18.8,2.8,3.7,47.0,38.7,83.8,52.2
63,mathube01,Bennedict Mathurin,"Small Forward , Shooting Guard",Right,6-6,210,19,June,2002,Arizona,72,16.1,5.3,1.9,72,16.1,5.3,1.9,3,209,15.9,4.5,1.8,44.6,34.2,82.8,50.2
64,pritcpa01,Payton Pritchard,"Point Guard , Shooting Guard",Right,6-1,195,28,January,1998,Oregon,80,14.3,3.8,3.5,80,14.3,3.8,3.5,5,347,9.1,2.7,2.5,45.4,39.9,85.6,58.4
65,reidna01,Naz Reid,"Center , Power Forward",Right,6-9,264,26,August,1999,LSU,80,14.2,6.0,2.3,80,14.2,6.0,2.3,6,406,11.6,4.9,1.3,48.7,37.3,72.8,56.5
66,georgke01,Keyonte George,"Point Guard , Shooting Guard",Right,6-4,185,8,November,2003,Baylor,67,16.8,3.8,5.6,67,16.8,3.8,5.6,2,142,14.8,3.3,5.0,39.1,33.9,83.1,48.4
67,murphtr02,Trey Murphy III,Small Forward,Right,6-8,206,18,June,2000,"Rice,University",53,21.2,5.1,3.5,53,21.2,5.1,3.5,4,251,13.7,3.9,1.8,45.4,38.3,87.5,57.2
68,turnemy01,Myles Turner,Center,Right,6-11,250,24,March,1996,Texas,72,15.6,6.5,1.5,72,15.6,6.5,1.5,10,642,14.1,6.8,1.3,49.9,36.2,77.1,55.6
69,monkma01,Malik Monk,Shooting Guard,Right,6-3,200,4,February,1998,Kentucky,65,17.2,3.8,5.6,65,17.2,3.8,5.6,8,523,12.3,2.6,3.2,43.4,35.0,84.8,52.1
70,wembavi01,Victor Wembanyama,"Center , Power Forward",Right,7-3,235,4,January,2004,Colleges,46,24.3,11.0,3.7,46,24.3,11.0,3.7,2,117,22.5,10.8,3.8,46.9,33.9,80.9,53.5
71,allenja01,Jarrett Allen,Center,Right,6-11,243,21,April,1998,Texas,82,13.5,9.7,1.9,82,13.5,9.7,1.9,8,568,12.8,9.2,1.7,64.1,16.4,71.2,64.3
72,grimequ01,Quentin Grimes,Shooting Guard,Right,6-5,205,8,May,2000,Kansas,75,14.6,4.3,3.0,75,14.6,4.3,3.0,4,243,10.4,3.1,2.0,44.4,37.5,76.3,56.3
73,huntede01,De'Andre Hunter,Small Forward,Right,6-8,225,2,December,1997,Virginia,64,17.0,4.0,1.4,64,17.0,4.0,1.4,6,327,14.8,4.1,1.5,45.2,37.3,81.9,53.0
74,wiggian01,Andrew Wiggins,"Small Forward , Power Forward",Right,6-7,197,23,February,1995,Kansas,60,18.0,4.5,2.6,60,18.0,4.5,2.6,11,766,18.5,4.5,2.3,44.9,35.6,72.5,49.8
75,daniedy01,Dyson Daniels,"Point Guard , Shooting Guard",Right,6-8,199,17,March,2003,Colleges,76,14.1,5.9,4.4,76,14.1,5.9,4.4,3,196,8.4,4.5,3.2,47.2,32.7,61.4,52.4
76,johnsca02,Cameron Johnson,Power Forward,Right,6-8,210,3,March,1996,Pitt,57,18.8,4.3,3.4,57,18.8,4.3,3.4,6,340,12.9,3.9,2.0,45.3,39.2,85.1,57.2
77,brookdi01,Dillon Brooks,"Small Forward , Shooting Guard",Right,6-6,225,22,January,1996,Oregon,75,14.0,3.7,1.7,75,14.0,3.7,1.7,8,492,14.2,3.2,2.0,41.9,35.5,80.4,49.1
78,hartjo01,Josh Hart,"Small Forward , Shooting Guard",Right,6-4,215,6,March,1995,Villanova,77,13.6,9.6,5.9,77,13.6,9.6,5.9,8,530,10.3,7.0,3.2,47.1,34.2,75.3,54.7
79,lopezbr01,Brook Lopez,Center,Right,7-1,282,1,April,1988,Stanford,80,13.0,5.0,1.8,80,13.0,5.0,1.8,17,1105,15.9,6.1,1.5,49.7,35.2,79.7,53.7
80,vassede01,Devin Vassell,"Shooting Guard , Small Forward",Right,6-5,200,23,August,2000,"Florida,State",64,16.3,4.0,2.9,64,16.3,4.0,2.9,5,303,14.1,3.8,2.6,44.4,36.9,80.6,53.0
81,giddejo01,Josh Giddey,"Shooting Guard, Point Guard, Power Forward, , Small Forward",Right,6-8,210,10,October,2002,Colleges,70,14.6,8.1,7.2,70,14.6,8.1,7.2,4,280,14.1,7.5,6.1,46.4,33.0,76.4,51.0
82,barneha02,Harrison Barnes,"Power Forward , Small Forward",Right,6-8,225,30,May,1992,UNC,82,12.3,3.8,1.7,82,12.3,3.8,1.7,13,993,13.9,4.8,1.8,46.0,38.5,81.0,52.8
83,thompkl01,Klay Thompson,"Shooting Guard , Small Forward",Right,6-5,215,8,February,1990,"Washington,State",72,14.0,3.4,2.0,72,14.0,3.4,2.0,12,865,19.1,3.5,2.3,45.1,41.1,86.0,54.9
84,harrito02,Tobias Harris,"Power Forward , Small Forward",Right,6-8,226,15,July,1992,Tennessee,73,13.7,5.9,2.2,73,13.7,5.9,2.2,14,970,16.1,6.2,2.4,47.8,36.6,83.6,53.1
85,mcdanja02,Jaden McDaniels,"Power Forward , Small Forward",Right,6-9,185,29,September,2000,Washington,82,12.2,5.7,2.0,82,12.2,5.7,2.0,5,366,10.3,4.2,1.5,48.2,34.8,75.2,55.4
86,westbru01,Russell Westbrook,Point Guard,Right,6-4,200,12,November,1988,UCLA,75,13.3,4.9,6.1,75,13.3,4.9,6.1,17,1237,21.2,7.0,8.0,43.9,30.5,77.2,47.1
87,okongon01,Onyeka Okongwu,Center,Right,6-8,235,11,December,2000,USC,74,13.4,8.9,2.3,74,13.4,8.9,2.3,5,307,9.6,6.7,1.3,61.4,32.2,75.5,63.4
88,schrode01,Dennis SchrÃ¶der,"Point Guard , Shooting Guard",Right,6-1,172,15,September,1993,Colleges,75,13.1,2.6,5.4,75,13.1,2.6,5.4,12,842,13.9,2.9,4.9,43.2,34.2,83.6,48.5
89,johnske04,Keldon Johnson,Small Forward,Right,6-5,220,11,October,1999,Kentucky,77,12.7,4.8,1.6,77,12.7,4.8,1.6,6,370,15.6,5.4,2.2,46.7,35.2,76.2,53.1
90,thompam01,Amen Thompson,Small Forward,Right,6-7,209,30,January,2003,Colleges,69,14.1,8.2,3.8,69,14.1,8.2,3.8,2,131,11.9,7.4,3.3,54.9,22.1,68.4,56.3
91,butleji01,Jimmy Butler,"Small Forward, Shooting Guard, , Power Forward",Right,6-7,230,14,September,1989,"Tyler,Junior,College",55,17.5,5.4,5.4,55,17.5,5.4,5.4,14,869,18.3,5.3,4.3,47.2,32.8,84.3,50.3
92,kuzmaky01,Kyle Kuzma,"Power Forward , Small Forward",Right,6-9,221,24,July,1995,Utah,65,14.8,5.7,2.3,65,14.8,5.7,2.3,8,541,17.0,6.3,2.7,45.0,33.4,72.1,51.7
93,murrake02,Keegan Murray,"Small Forward , Power Forward",Right,6-8,215,19,August,2000,Iowa,76,12.4,6.7,1.4,76,12.4,6.7,1.4,3,233,13.3,5.6,1.4,45.1,37.2,81.2,55.6
94,risacza01,Zaccharie Risacher,Small Forward,Right,6-8,200,8,April,2005,Colleges,75,12.6,3.6,1.2,75,12.6,3.6,1.2,1,75,12.6,3.6,1.2,45.8,35.5,71.1,53.7
95,durenja01,Jalen Duren,Center,Right,6-10,250,18,November,2003,Memphis,78,11.8,10.3,2.7,78,11.8,10.3,2.7,3,206,11.5,10.2,2.1,65.3,0.0,69.1,65.3
96,marshna01,Naji Marshall,Small Forward,Right,6-7,220,24,January,1998,Xavier,69,13.2,4.8,3.0,69,13.2,4.8,3.0,5,299,8.8,3.8,2.3,45.6,30.2,78.6,51.1
97,wiggiaa01,Aaron Wiggins,Shooting Guard,Right,6-6,200,2,January,1999,Maryland,76,12.0,3.9,1.8,76,12.0,3.9,1.8,4,274,8.6,3.2,1.3,50.4,38.9,79.4,58.2
98,hieldbu01,Buddy Hield,"Shooting Guard , Small Forward",Right,6-4,220,17,December,1992,Oklahoma,82,11.1,3.2,1.6,82,11.1,3.2,1.6,9,714,15.0,4.1,2.5,43.3,39.7,85.8,55.1
99,oubreke01,Kelly Oubre Jr.,Small Forward,Left,6-8,203,9,December,1995,Kansas,60,15.1,6.1,1.8,60,15.1,6.1,1.8,10,655,13.3,4.6,1.1,43.8,32.5,75.1,50.6
100,bealbr01,Bradley Beal,Shooting Guard,Right,6-4,207,28,June,1993,Florida,53,17.0,3.3,3.7,53,17.0,3.3,3.7,13,801,21.5,4.1,4.3,46.4,37.6,82.1,52.7
101,markkla01,Lauri Markkanen,"Power Forward , Small Forward",Right,7-0,240,22,May,1997,Arizona,47,19.0,5.9,1.5,47,19.0,5.9,1.5,8,450,18.2,7.1,1.5,45.5,37.1,86.7,54.7
102,camarto01,Toumani Camara,Power Forward,Left,6-8,220,8,May,2000,Dayton,78,11.3,5.8,2.2,78,11.3,5.8,2.2,2,148,9.5,5.4,1.8,45.5,36.3,73.8,53.9
103,jeromty01,Ty Jerome,Shooting Guard,Right,6-5,195,8,July,1997,Virginia,70,12.5,2.5,3.4,70,12.5,2.5,3.4,6,229,8.7,2.0,2.8,45.8,38.1,85.0,54.7
104,dinwisp01,Spencer Dinwiddie,"Point Guard , Shooting Guard",Right,6-5,215,6,April,1993,Colorado,79,11.0,2.6,4.4,79,11.0,2.6,4.4,11,621,13.0,3.0,5.1,41.4,33.3,79.6,49.1
105,sarral01,Alex Sarr,"Center , Power Forward",Right,7-0,205,26,April,2005,Colleges,67,13.0,6.5,2.4,67,13.0,6.5,2.4,1,67,13.0,6.5,2.4,39.4,30.8,67.9,45.7
106,goberru01,Rudy Gobert,Center,Right,7-1,258,26,June,1992,Colleges,72,12.0,10.9,1.8,72,12.0,10.9,1.8,12,829,12.6,11.7,1.4,65.6,0.0,64.1,65.6
107,hardati02,Tim Hardaway Jr.,"Shooting Guard , Small Forward",Right,6-5,205,16,March,1992,Michigan,77,11.0,2.4,1.6,77,11.0,2.4,1.6,12,813,13.7,2.9,1.8,41.7,36.1,81.5,51.7
108,vanvlfr01,Fred VanVleet,"Point Guard , Shooting Guard",Right,6-0,197,25,February,1994,"Wichita,State",60,14.1,3.7,5.6,60,14.1,3.7,5.6,9,550,14.9,3.4,5.7,40.1,37.1,86.2,50.2
109,valanjo01,Jonas ValanÄiÅ«nas,Center,Right,6-11,265,6,May,1992,Colleges,81,10.4,7.7,2.0,81,10.4,7.7,2.0,13,937,13.1,9.3,1.4,56.0,34.1,79.4,57.4
110,johnske07,Keon Johnson,Shooting Guard,Right,6-5,186,10,March,2002,Tennessee,79,10.6,3.8,2.2,79,10.6,3.8,2.2,4,161,8.2,2.7,1.9,37.9,32.4,76.5,45.6
111,hendesc01,Scoot Henderson,Point Guard,Right,6-3,202,3,February,2004,Colleges,66,12.7,3.0,5.1,66,12.7,3.0,5.1,2,128,13.3,3.1,5.2,40.1,34.0,79.3,46.6
112,washipj01,P.J. Washington,"Power Forward , Center",Right,6-7,230,23,August,1998,Kentucky,57,14.7,7.8,2.3,57,14.7,7.8,2.3,6,390,13.1,5.9,2.3,44.8,35.8,70.9,52.8
113,toppiob01,Obi Toppin,Power Forward,Right,6-9,220,4,March,1998,Dayton,79,10.5,4.0,1.6,79,10.5,4.0,1.6,5,362,8.5,3.4,1.2,52.3,35.5,77.1,60.5
114,jonesty01,Tyus Jones,Point Guard,Right,6-1,196,10,May,1996,Duke,81,10.2,2.4,5.3,81,10.2,2.4,5.3,10,682,7.7,2.0,4.4,44.5,37.8,82.1,52.1
115,poeltja01,Jakob Poeltl,Center,Right,7-0,245,15,October,1995,Utah,57,14.5,9.6,2.8,57,14.5,9.6,2.8,9,595,8.9,7.0,1.8,63.1,42.9,55.5,63.1
116,trentga02,Gary Trent Jr.,"Shooting Guard , Small Forward",Right,6-5,209,18,January,1999,Duke,74,11.1,2.3,1.2,74,11.1,2.3,1.2,7,415,13.7,2.4,1.4,42.3,39.1,82.3,52.9
117,wellsja01,Jaylen Wells,"Shooting Guard , Small Forward",Right,6-7,206,26,August,2003,"Sonoma,State,University",79,10.4,3.4,1.7,79,10.4,3.4,1.7,1,79,10.4,3.4,1.7,42.5,35.2,82.2,52.7
118,porzikr01,Kristaps PorziÅÄ£is,"Center , Power Forward",Right,7-2,240,2,August,1995,Colleges,42,19.5,6.8,2.1,42,19.5,6.8,2.1,9,501,19.6,7.8,1.8,46.1,36.6,82.9,52.5
119,robindu01,Duncan Robinson,"Small Forward , Shooting Guard",Right,6-7,215,22,April,1994,Williams,74,11.0,2.3,2.4,74,11.0,2.3,2.4,7,423,11.3,2.6,1.8,43.4,39.7,87.4,59.4
120,champju02,Julian Champagnie,Small Forward,Right,6-8,220,29,June,2001,"St.,John's",82,9.9,3.9,1.4,82,9.9,3.9,1.4,3,173,8.6,3.4,1.3,41.7,37.2,85.7,54.7
121,aldamsa01,Santi Aldama,Power Forward,Right,6-11,224,10,January,2001,"Loyola,(MD)",65,12.5,6.4,2.9,65,12.5,6.4,2.9,4,235,9.8,5.2,1.9,45.9,34.5,69.2,54.6
122,carrica01,Bub Carrington,Point Guard,Right,6-4,190,21,July,2005,Pitt,82,9.8,4.2,4.4,82,9.8,4.2,4.4,1,82,9.8,4.2,4.4,40.1,33.9,81.2,49.3
123,leonaka01,Kawhi Leonard,Small Forward,Right,6-7,225,29,June,1991,"San,Diego,State",37,21.5,5.9,3.1,37,21.5,5.9,3.1,13,733,20.1,6.4,3.1,49.9,39.2,86.0,55.4
124,niangge01,Georges Niang,Power Forward,Right,6-7,230,17,June,1993,"Iowa,State",79,9.9,3.4,1.4,79,9.9,3.4,1.4,9,544,7.4,2.5,1.0,44.5,39.9,85.2,58.0
