player_id,player_name,Position,Shoots,Height,Weight,Birthday,Birthmonth,Birthyear,College,Draft,Draft Team,Draf Pick,Experience,NBA Debut
jamesju01,Justin James,Small Forward,Right,6-6,190,24,January,1997,Wyoming,2019 NBA Draft,Sacramento Kings,"2nd round (10th pick, 40th overall)",2.0,"October 25, 2019"
jamesle01,LeBron James,"Small Forward, Power Forward, Point Guard, Center, Shooting Guard",Right,6-9,250,30,December,1984,,2003 NBA Draft,Cleveland Cavaliers,"1st round (1st pick, 1st overall)",23.0,"October 29, 2003"
jamesmi01,Mike James,Point Guard,Right,6-2,188,23,June,1975,Duquesne,,,,,"December 23, 2001"
jamesmi02,Mike James,Point Guard,Right,6-1,175,18,August,1990,Lamar,,,,,"October 18, 2017"
jamessi01,Sion James,Shooting Guard,Right,6-5,220,4,December,2002,Tulane,2025 NBA Draft,Charlotte Hornets,"2nd round (3rd pick, 33rd overall)",1.0,"October 22, 2025"
jaqueja01,Jaime Jaquez Jr.,Small Forward,Right,6-6,225,18,February,2001,UCLA,2023 NBA Draft,Miami Heat,"1st round (18th pick, 18th overall)",3.0,"October 25, 2023"
jarosto01,Tony Jaros,Forward/Guard,Right,6-3,185,22,February,1920,Minnesota,,,,,"November 2, 1946"
jarrede01,DeJon Jarreau,Shooting Guard,Right,6-5,185,23,January,1998,UMass,,,,3.0,"October 29, 2021"
jarviji01,Jim Jarvis,Point Guard,Right,6-1,175,3,March,1943,Oregon State,1965 NBA Draft,San Francisco Warriors,"6th round (1st pick, 48th overall)",,
jeannbu01,Buddy Jeannette,Guard,Right,5-11,175,15,September,1917,Washington & Jefferson College,,,,,
jeffeam01,Amile Jefferson,Power Forward,Right,6-9,222,7,May,1993,Duke,,,,,"December 31, 2018"
jeffeot01,Othyus Jeffers,Shooting Guard,Right,6-5,200,5,August,1985,University of Illinois at Chicago,,,,,"March 6, 2010"
jefferi01,Richard Jefferson,Small Forward,Right,6-7,233,21,June,1980,Arizona,2001 NBA Draft,Houston Rockets,"1st round (13th pick, 13th overall)",,"October 30, 2001"
jeffrda01,DaQuan Jeffries,Shooting Guard,Right,6-5,222,30,August,1997,Oral Roberts,,,,7.0,"November 15, 2019"
jemistr01,Trey Jemison,Center,Right,6-10,270,28,November,1999,Clemson,,,,3.0,"January 24, 2024"
jenkida01,Daniss Jenkins,Point Guard,Right,6-4,165,17,August,2001,University of the Pacific,,,,2.0,"October 25, 2024"
jenkijo01,John Jenkins,Shooting Guard,Right,6-4,215,6,March,1991,Vanderbilt,2012 NBA Draft,Atlanta Hawks,"1st round (23rd pick, 23rd overall)",,"November 11, 2012"
jentch01,Chris Jent,Small Forward,Left,6-7,220,11,January,1970,Ohio State,,,,,"April 21, 1994"
jerebjo01,Jonas Jerebko,Power Forward,Right,6-10,231,2,March,1987,,2009 NBA Draft,Detroit Pistons,"2nd round (9th pick, 39th overall)",,"October 31, 2009"
jeromty01,Ty Jerome,Shooting Guard,Right,6-5,195,8,July,1997,Virginia,2019 NBA Draft,Philadelphia 76ers,"1st round (24th pick, 24th overall)",7.0,"December 2, 2019"
joeis01,Isaiah Joe,Shooting Guard,Right,6-4,165,2,July,1999,Arkansas,2020 NBA Draft,Philadelphia 76ers,"2nd round (19th pick, 49th overall)",6.0,"December 27, 2020"
johnsaj01,AJ Johnson,Shooting Guard,Right,6-5,160,1,December,2004,,2024 NBA Draft,Milwaukee Bucks,"1st round (23rd pick, 23rd overall)",2.0,"October 23, 2024"
johnsal02,Alize Johnson,Power Forward,Right,6-9,212,22,April,1996,Frank Phillips College,2018 NBA Draft,Indiana Pacers,"2nd round (20th pick, 50th overall)",5.0,"October 19, 2018"
johnsam01,Amir Johnson,"Power Forward, Center, Small Forward",Right,6-9,240,1,May,1987,,2005 NBA Draft,Detroit Pistons,"2nd round (26th pick, 56th overall)",,"January 24, 2006"
johnsar01,Arnie Johnson,Small Forward,Right,6-5,236,16,May,1920,Bemidji State University,,,,,"November 6, 1948"
johnsav01,Avery Johnson,Point Guard,Left,5-10,175,25,March,1965,Cameron University,,,,,"November 5, 1988"
johnsbj01,B.J. Johnson,Small Forward,Left,6-7,200,21,December,1995,Syracuse,,,,,"March 3, 2019"
johnsca02,Cameron Johnson,"Power Forward, Small Forward",Right,6-8,210,3,March,1996,Pitt,2019 NBA Draft,Minnesota Timberwolves,"1st round (11th pick, 11th overall)",7.0,"October 26, 2019"
johnsch01,Charles Johnson,"Shooting Guard, Point Guard",Right,6-0,170,31,March,1949,California,1971 NBA Draft,Golden State Warriors,"6th round (8th pick, 93rd overall)",,"October 16, 1972"
johnsch06,Chaney Johnson,Small Forward,Right,6-7,220,20,June,2002,Auburn,,,,1.0,"March 9, 2026"
johnscl01,Clemon Johnson,Center,Right,6-10,240,12,September,1956,Florida A&M,1978 NBA Draft,Portland Trail Blazers,"2nd round (22nd pick, 44th overall)",,"October 15, 1978"
johnscl02,Clay Johnson,Shooting Guard,Right,6-4,175,18,July,1956,Missouri,1978 NBA Draft,Portland Trail Blazers,"5th round (22nd pick, 110th overall)",,"April 4, 1982"
johnsda08,David Johnson,"Point Guard, Shooting Guard",Right,6-4,203,26,February,2001,Louisville,2021 NBA Draft,Toronto Raptors,"2nd round (17th pick, 47th overall)",,"October 27, 2021"
johnsde01,Dennis Johnson,"Point Guard, Shooting Guard",Right,6-4,185,18,September,1954,Harbor College,1976 NBA Draft,Seattle SuperSonics,"2nd round (12th pick, 29th overall)",,"October 24, 1976"
johnsge02,George Johnson,Center,Right,6-11,205,18,December,1948,Dillard University,1970 NBA Draft,Chicago Bulls,"5th round (11th pick, 79th overall)",,"October 27, 1972"
johnsgu01,Gus Johnson,"Power Forward, Small Forward",Right,6-6,230,13,December,1938,Boise State,1963 NBA Draft,Baltimore Bullets,"2nd round (2nd pick, 11th overall)",,"October 16, 1963"
johnsja01,James Johnson,"Power Forward, Small Forward, Center",Right,6-7,240,20,February,1987,Wake Forest,2009 NBA Draft,Chicago Bulls,"1st round (16th pick, 16th overall)",,"October 30, 2009"
johnsja05,Jalen Johnson,"Small Forward, Power Forward",Right,6-8,219,18,December,2001,Duke,2021 NBA Draft,Atlanta Hawks,"1st round (20th pick, 20th overall)",5.0,"October 21, 2021"
johnsjo01,John Johnson,Small Forward,Right,6-7,200,18,October,1947,Northwest College,1970 NBA Draft,Cleveland Cavaliers,"1st round (7th pick, 7th overall)",,"October 14, 1970"
johnsjo02,Joe Johnson,"Shooting Guard, Small Forward",Right,6-7,240,29,June,1981,Arkansas,2001 NBA Draft,Boston Celtics,"1st round (10th pick, 10th overall)",,"October 30, 2001"
johnske04,Keldon Johnson,Small Forward,Right,6-6,220,11,October,1999,Kentucky,2019 NBA Draft,San Antonio Spurs,"1st round (29th pick, 29th overall)",7.0,"November 22, 2019"
johnske07,Keon Johnson,Shooting Guard,Right,6-5,185,10,March,2002,Tennessee,2021 NBA Draft,New York Knicks,"1st round (21st pick, 21st overall)",4.0,"November 7, 2021"
johnske08,Keyontae Johnson,Small Forward,Right,6-4,230,24,May,2000,Florida,2023 NBA Draft,Oklahoma City Thunder,"2nd round (20th pick, 50th overall)",1.0,"October 29, 2023"
johnske10,Keshad Johnson,Small Forward,Right,6-6,225,23,June,2001,San Diego State,,,,2.0,"December 2, 2024"
johnsli01,Linton Johnson,"Power Forward, Small Forward",Right,6-8,205,13,June,1980,Tulane,,,,,"November 7, 2003"
johnsma02,Magic Johnson,"Point Guard, Shooting Guard, Power Forward",Right,6-9,215,14,August,1959,Michigan State,1979 NBA Draft,Los Angeles Lakers,"1st round (1st pick, 1st overall)",,"October 12, 1979"
johnsne01,Neil Johnston,Center,Right,6-8,210,4,February,1929,Ohio State,,,,,"November 3, 1951"
johnsre01,Reggie Johnson,"Power Forward, Small Forward",Right,6-9,205,25,June,1957,Tennessee,1980 NBA Draft,San Antonio Spurs,"1st round (15th pick, 15th overall)",,"October 10, 1980"
johnsri01,Rich Johnson,"Center, Power Forward",Right,6-7,210,18,December,1946,Grambling State University,1968 NBA Draft,Boston Celtics,"4th round (10th pick, 46th overall)",,"October 18, 1968"
johnsst04,Stanley Johnson,"Small Forward, Power Forward",Right,6-6,242,29,May,1996,Arizona,2015 NBA Draft,Detroit Pistons,"1st round (8th pick, 8th overall)",,"October 27, 2015"
johnstr03,Tre Johnson,Shooting Guard,Right,6-5,190,7,March,2006,Texas,2025 NBA Draft,Washington Wizards,"1st round (6th pick, 6th overall)",1.0,"October 22, 2025"
johnsty01,Tyler Johnson,"Point Guard, Shooting Guard",Left,6-3,186,7,May,1992,Fresno State,,,,,"January 14, 2015"
johnsvi01,Vinnie Johnson,"Shooting Guard, Point Guard",Right,6-2,200,1,September,1956,Baylor,1979 NBA Draft,Seattle SuperSonics,"1st round (7th pick, 7th overall)",,"October 16, 1979"
johnswe01,Wesley Johnson,"Small Forward, Shooting Guard",Right,6-7,215,11,July,1987,Iowa State,2010 NBA Draft,Minnesota Timberwolves,"1st round (4th pick, 4th overall)",,"October 27, 2010"
jokicni01,Nikola JokiÄ,Center,Right,6-11,284,19,February,1995,,2014 NBA Draft,Denver Nuggets,"2nd round (11th pick, 41st overall)",11.0,"October 28, 2015"
jonesbo01,Bobby Jones,Power Forward,Right,6-9,210,18,December,1951,UNC,1974 NBA Draft,Houston Rockets,"1st round (5th pick, 5th overall)",,"October 22, 1976"
jonesca03,Carlik Jones,Point Guard,Right,6-0,174,23,December,1997,Radford,,,,,"December 23, 2021"
jonesch01,Charles Jones,"Center, Power Forward",Right,6-9,215,3,April,1957,Albany State University,1979 NBA Draft,Phoenix Suns,"8th round (18th pick, 165th overall)",,"February 12, 1984"
jonesco02,Colby Jones,Shooting Guard,Right,6-6,207,28,May,2002,Xavier,2023 NBA Draft,Charlotte Hornets,"2nd round (4th pick, 34th overall)",3.0,"October 25, 2023"
jonescu01,Curtis Jones,Shooting Guard,Right,6-3,195,4,December,2001,Indian Hills Community College,,,,1.0,"November 29, 2025"
jonesda02,Dahntay Jones,"Small Forward, Shooting Guard",Right,6-6,225,27,December,1980,Rutgers University,2003 NBA Draft,Boston Celtics,"1st round (20th pick, 20th overall)",,"November 21, 2003"
jonesda03,Damian Jones,Center,Right,6-10,245,30,June,1995,Vanderbilt,2016 NBA Draft,Golden State Warriors,"1st round (30th pick, 30th overall)",,"December 10, 2016"
jonesda06,David Jones GarcÃ­a,Small Forward,Left,6-4,210,24,November,2001,DePaul,,,,1.0,"October 22, 2025"
jonesde02,Derrick Jones Jr.,"Small Forward, Power Forward",Left,6-6,210,15,February,1997,UNLV,,,,10.0,"November 19, 2016"
jonesdi01,Dillon Jones,Small Forward,Right,6-5,235,29,October,2001,Weber State,2024 NBA Draft,Washington Wizards,"1st round (26th pick, 26th overall)",2.0,"October 24, 2024"
jonesdo02,Dominique Jones,"Shooting Guard, Point Guard",Right,6-4,215,15,October,1988,South Florida,2010 NBA Draft,Memphis Grizzlies,"1st round (25th pick, 25th overall)",,"October 27, 2010"
jonesea01,Earl Jones,Center,Right,7-0,210,13,January,1961,University of the District of Columbia,1984 NBA Draft,Los Angeles Lakers,"1st round (23rd pick, 23rd overall)",,"November 6, 1984"
joneshe01,Herbert Jones,"Small Forward, Power Forward",Left,6-7,206,6,October,1998,Alabama,2021 NBA Draft,New Orleans Pelicans,"2nd round (5th pick, 35th overall)",5.0,"October 20, 2021"
jonesis01,Isaac Jones,Power Forward,Right,6-8,245,11,July,2000,Wenatchee Valley College,,,,2.0,"October 28, 2024"
jonesja02,James Jones,"Small Forward, Shooting Guard",Right,6-8,218,4,October,1980,Miami (FL),2003 NBA Draft,Indiana Pacers,"2nd round (20th pick, 49th overall)",,"December 26, 2003"
jonesja04,Jalen Jones,Small Forward,Right,6-7,220,27,May,1993,SMU,,,,,"October 28, 2017"
jonesje01,Jemerrio Jones,Small Forward,Right,6-5,174,9,April,1995,Hill College,,,,,"March 31, 2019"
jonesjo01,Johnny Jones,Small Forward,Right,6-7,205,12,March,1943,"California State University, Los Angeles",1966 NBA Draft,Baltimore Bullets,"5th round (6th pick, 46th overall)",,"October 25, 1967"
joneska01,Kai Jones,Center,Right,6-11,221,19,January,2001,Texas,2021 NBA Draft,New York Knicks,"1st round (19th pick, 19th overall)",,"October 22, 2021"
joneska03,Kam Jones,Shooting Guard,Left,6-4,200,25,February,2002,Marquette,2025 NBA Draft,San Antonio Spurs,"2nd round (8th pick, 38th overall)",1.0,"December 22, 2025"
joneskc01,K.C. Jones,Point Guard,Right,6-1,200,25,May,1932,San Francisco,1956 NBA Draft,Minneapolis Lakers,"11th round (5th pick, 85th overall), , and , 2nd round (6th pick, 14th overall)",,"November 1, 1958"
jonesma05,Mason Jones,Shooting Guard,Right,6-4,200,21,July,1998,Connors State College,,,,,"January 8, 2021"
jonesri01,Rich Jones,"Small Forward, Power Forward",Right,6-6,220,27,December,1946,Illinois,1969 NBA Draft,Phoenix Suns,"4th round (13th pick, 49th overall), , and , 5th round (1st pick, 58th overall)",,"October 22, 1976"
jonesro01,Robin Jones,Center,Right,6-9,225,2,February,1954,Saint Louis,,,,,"October 23, 1976"
jonessa01,Sam Jones,Shooting Guard,Right,6-4,198,24,June,1933,NC Central,1957 NBA Draft,Minneapolis Lakers,"8th round (3rd pick, 59th overall), , and , 1st round (8th pick, 8th overall)",,"October 22, 1957"
jonessp01,Spencer Jones,Small Forward,Right,6-7,225,14,June,2001,Stanford,,,,2.0,"November 2, 2024"
joneste01,Terrence Jones,Power Forward,Left,6-9,252,9,January,1992,Kentucky,2012 NBA Draft,Houston Rockets,"1st round (18th pick, 18th overall)",,"November 10, 2012"
jonestr01,Tre Jones,Point Guard,Right,6-1,185,8,January,2000,Duke,2020 NBA Draft,San Antonio Spurs,"2nd round (11th pick, 41st overall)",6.0,"December 30, 2020"
jonesty01,Tyus Jones,Point Guard,Right,6-0,196,10,May,1996,Duke,2015 NBA Draft,Cleveland Cavaliers,"1st round (24th pick, 24th overall)",11.0,"November 10, 2015"
joneswa02,Wali Jones,"Point Guard, Shooting Guard",Right,6-2,180,14,February,1942,Villanova,1964 NBA Draft,Detroit Pistons,"3rd round (2nd pick, 20th overall)",,"October 17, 1964"
joneswi02,Wil Jones,"Power Forward, Small Forward",Right,6-8,205,27,February,1947,Albany State University,1969 NBA Draft,Los Angeles Lakers,"5th round (12th pick, 69th overall)",,"October 21, 1976"
jordade01,DeAndre Jordan,Center,Left,6-11,265,21,July,1988,Texas A&M,2008 NBA Draft,Los Angeles Clippers,"2nd round (5th pick, 35th overall)",18.0,"November 1, 2008"
jordaed01,Eddie Jordan,Point Guard,Right,6-1,170,29,January,1955,Rutgers University,1977 NBA Draft,Cleveland Cavaliers,"2nd round (11th pick, 33rd overall)",,"October 18, 1977"
jordami01,Michael Jordan,"Shooting Guard, Small Forward",Right,6-6,198,17,February,1963,UNC,1984 NBA Draft,Chicago Bulls,"1st round (3rd pick, 3rd overall)",,"October 26, 1984"
jorgejo01,Johnny Jorgensen,Guard/Forward,Right,6-2,185,28,December,1921,DePaul,,,,,
josepco01,Cory Joseph,"Point Guard, Shooting Guard",Right,6-2,200,20,August,1991,Texas,2011 NBA Draft,San Antonio Spurs,"1st round (29th pick, 29th overall)",,"December 26, 2011"
jovicni01,Nikola JoviÄ,Power Forward,Right,6-10,205,9,June,2003,,2022 NBA Draft,Miami Heat,"1st round (27th pick, 27th overall)",4.0,"October 26, 2022"
juzanjo01,Johnny Juzang,Shooting Guard,Right,6-7,226,17,March,2001,Kentucky,,,,4.0,"February 28, 2023"
kabenmf01,Mfiondu Kabengele,"Power Forward, Center",Right,6-10,250,14,August,1997,Florida State,2019 NBA Draft,Brooklyn Nets,"1st round (27th pick, 27th overall)",3.0,"October 24, 2019"
kachawh01,Whitey Kachan,Guard,Right,6-2,175,15,September,1925,DePaul,1948 BAA Draft,Chicago Stags,3rd round,,
kalaige01,Georgios Kalaitzakis,Small Forward,Right,6-8,192,2,January,1999,,2021 NBA Draft,Indiana Pacers,"2nd round (30th pick, 60th overall)",,"October 19, 2021"
kalkbry01,Ryan Kalkbrenner,Center,Right,7-1,256,17,January,2002,Creighton,2025 NBA Draft,Charlotte Hornets,"2nd round (4th pick, 34th overall)",1.0,"October 22, 2025"
kaminfr01,Frank Kaminsky,"Center, Power Forward",Right,7-0,240,4,April,1993,Wisconsin,2015 NBA Draft,Charlotte Hornets,"1st round (9th pick, 9th overall)",,"October 28, 2015"
kanteen01,Enes Freedom,Center,Right,6-10,250,20,May,1992,Kentucky,2011 NBA Draft,Utah Jazz,"1st round (3rd pick, 3rd overall)",,"December 27, 2011"
kaplora01,Ralph Kaplowitz,Guard/Forward,Right,6-2,170,18,May,1919,NYU,,,,,"November 1, 1946"
kaponja01,Jason Kapono,"Small Forward, Shooting Guard",Right,6-8,213,4,February,1981,UCLA,2003 NBA Draft,Cleveland Cavaliers,"2nd round (2nd pick, 31st overall)",,"October 30, 2003"
kaunsa01,Sasha Kaun,Center,Right,6-11,260,8,May,1985,Kansas,2008 NBA Draft,Seattle SuperSonics,"2nd round (26th pick, 56th overall)",,"October 28, 2015"
kawamyu01,Yuki Kawamura,Point Guard,Right,5-7,159,2,May,2001,,,,,2.0,"October 25, 2024"
keelstr01,Trevor Keels,Shooting Guard,Right,6-3,215,26,August,2003,Duke,2022 NBA Draft,New York Knicks,"2nd round (12th pick, 42nd overall)",2.0,"October 21, 2022"
kellebi01,Bill Keller,"Point Guard, Shooting Guard",Right,5-10,177,30,August,1947,Purdue,1969 NBA Draft,Milwaukee Bucks,"7th round (2nd pick, 87th overall)",,
kelleky01,Kylor Kelley,Center,Right,7-0,215,26,August,1997,Oregon State,,,,1.0,"January 27, 2025"
kellyar01,Arvesta Kelly,"Shooting Guard, Point Guard",Right,6-2,175,20,November,1945,Lincoln University of Missouri,1967 NBA Draft,St. Louis Hawks,"8th round (6th pick, 85th overall)",,
kellymi02,Miles Kelly,Point Guard,Right,6-4,190,26,January,2003,Georgia Tech,,,,1.0,"October 26, 2025"
kendrfr01,Frank Kendrick,Small Forward,Right,6-6,198,11,September,1950,Purdue,1974 NBA Draft,Golden State Warriors,"3rd round (11th pick, 47th overall)",,"October 18, 1974"
kennalu01,Luke Kennard,Shooting Guard,Left,6-5,206,24,June,1996,Duke,2017 NBA Draft,Detroit Pistons,"1st round (12th pick, 12th overall)",9.0,"October 20, 2017"
kenonla01,Larry Kenon,"Power Forward, Small Forward",Right,6-9,205,13,December,1952,Amarillo College,1973 NBA Draft,Detroit Pistons,"3rd round (15th pick, 50th overall)",,"October 22, 1976"
kentja01,Jayson Kent,Small Forward,Right,6-8,215,3,February,2002,Bradley,,,,1.0,"March 16, 2026"
kenvibi01,Billy Kenville,"Shooting Guard, Point Guard",Right,6-2,187,1,December,1930,St. Bonaventure,1953 NBA Draft,Syracuse Nationals,3rd round,,"October 31, 1953"
kerrre01,Red Kerr,Center,Right,6-9,230,17,July,1932,Illinois,1954 NBA Draft,Syracuse Nationals,"1st round (6th pick, 6th overall)",,"October 31, 1954"
kerrst01,Steve Kerr,"Point Guard, Shooting Guard",Right,6-3,175,27,September,1965,Arizona,1988 NBA Draft,Phoenix Suns,"2nd round (25th pick, 50th overall)",,"December 17, 1988"
kerseje01,Jerome Kersey,Small Forward,Right,6-7,215,26,June,1962,Longwood University,1984 NBA Draft,Portland Trail Blazers,"2nd round (22nd pick, 46th overall)",,"October 27, 1984"
kerwito01,Tom Kerwin,Forward,Right,6-7,210,19,July,1944,Centenary (LA),1966 NBA Draft,San Francisco Warriors,"5th round (3rd pick, 43rd overall)",,
kesslwa01,Walker Kessler,Center,Right,7-2,245,26,July,2001,UNC,2022 NBA Draft,Memphis Grizzlies,"1st round (22nd pick, 22nd overall)",4.0,"October 19, 2022"
keybr01,Braxton Key,Small Forward,Right,6-7,225,14,February,1997,Alabama,,,,4.0,"January 7, 2022"
kiddgmi01,Michael Kidd-Gilchrist,"Small Forward, Power Forward",Right,6-6,230,26,September,1993,Kentucky,2012 NBA Draft,Charlotte Bobcats,"1st round (2nd pick, 2nd overall)",,"November 2, 2012"
kiddja01,Jason Kidd,"Point Guard, Shooting Guard",Right,6-4,205,23,March,1973,California,1994 NBA Draft,Dallas Mavericks,"1st round (2nd pick, 2nd overall)",,"November 5, 1994"
kiddst01,Stanton Kidd,Shooting Guard,Right,6-6,216,18,March,1992,South Plains College,,,,,"October 25, 2019"
kimbrst01,Stan Kimbrough,Point Guard,Right,5-11,153,24,April,1966,Central Florida,,,,,"November 7, 1989"
kingge01,George King,Point Guard,Right,6-0,175,16,August,1928,University of Charleston,1950 NBA Draft,Chicago Stags,"8th round (6th pick, 90th overall)",,"November 1, 1951"
kingge02,Gerard King,Small Forward,Right,6-9,230,25,November,1972,Nicholls State,,,,,"February 5, 1999"
kingge03,George King,Small Forward,Right,6-6,220,15,January,1994,Colorado,2018 NBA Draft,Phoenix Suns,"2nd round (29th pick, 59th overall)",2.0,"December 11, 2018"
kinglo02,Louis King,"Small Forward, Power Forward",Right,6-7,205,6,April,1999,Oregon,,,,,"December 26, 2019"
kingma01,Maurice King,Point Guard,Right,6-2,195,12,March,1935,Kansas,1957 NBA Draft,Boston Celtics,"6th round (8th pick, 48th overall)",,"November 11, 1959"
kingst01,Stacey King,"Center, Power Forward",Left,6-11,230,29,January,1967,Oklahoma,1989 NBA Draft,Chicago Bulls,"1st round (6th pick, 6th overall)",,"November 3, 1989"
kispeco01,Corey Kispert,Small Forward,Right,6-6,224,3,March,1999,Gonzaga,2021 NBA Draft,Washington Wizards,"1st round (15th pick, 15th overall)",5.0,"October 22, 2021"
kitegr01,Greg Kite,Center,Right,6-11,250,5,August,1961,BYU,1983 NBA Draft,Boston Celtics,"1st round (21st pick, 21st overall)",,"October 29, 1983"
klebima01,Maxi Kleber,"Power Forward, Center",Right,6-10,240,29,January,1992,,,,,9.0,"October 21, 2017"
kleinjo01,Joe Kleine,Center,Right,6-11,255,4,January,1962,Notre Dame,1985 NBA Draft,Sacramento Kings,"1st round (6th pick, 6th overall)",,"October 25, 1985"
klintbo01,Bobi Klintman,Small Forward,Right,6-9,225,6,March,2003,Wake Forest,2024 NBA Draft,Minnesota Timberwolves,"2nd round (7th pick, 37th overall)",2.0,"January 8, 2025"
klotzhe01,Red Klotz,Guard,Right,5-7,150,21,October,1920,Villanova,,,,,
knechda01,Dalton Knecht,Small Forward,Right,6-6,215,19,April,2001,Northeastern Junior College,2024 NBA Draft,Los Angeles Lakers,"1st round (17th pick, 17th overall)",2.0,"October 22, 2024"
knighbr03,Brandon Knight,"Point Guard, Shooting Guard",Right,6-2,182,2,December,1991,Kentucky,2011 NBA Draft,Detroit Pistons,"1st round (8th pick, 8th overall)",,"December 26, 2011"
knighna01,Nathan Knight,"Power Forward, Center",Right,6-8,253,20,September,1997,William & Mary,,,,,"December 23, 2020"
knightr01,Travis Knight,Center,Right,7-0,235,13,September,1974,UConn,1996 NBA Draft,Chicago Bulls,"1st round (29th pick, 29th overall)",,"November 1, 1996"
knoxke01,Kevin Knox,"Small Forward, Power Forward",Right,6-8,215,11,August,1999,Kentucky,2018 NBA Draft,New York Knicks,"1st round (9th pick, 9th overall)",7.0,"October 17, 2018"
knuepko01,Kon Knueppel,Small Forward,Right,6-6,215,3,August,2005,Duke,2025 NBA Draft,Charlotte Hornets,"1st round (4th pick, 4th overall)",1.0,"October 22, 2025"
kolekty01,Tyler Kolek,Point Guard,Left,6-2,195,27,March,2001,George Mason,2024 NBA Draft,Portland Trail Blazers,"2nd round (4th pick, 34th overall)",2.0,"October 22, 2024"
kolokch01,Christian Koloko,Center,Right,6-11,225,20,June,2000,Arizona,2022 NBA Draft,Toronto Raptors,"2nd round (3rd pick, 33rd overall)",3.0,"October 19, 2022"
konanya01,Yanic Konan NiederhÃ¤user,Center,Right,6-11,242,14,March,2003,Northern Illinois,2025 NBA Draft,Los Angeles Clippers,"1st round (30th pick, 30th overall)",1.0,"October 22, 2025"
konchjo01,John Konchar,"Shooting Guard, Small Forward",Right,6-5,210,22,March,1996,Purdue-Fort Wayne,,,,7.0,"November 9, 2019"
korkmfu01,Furkan Korkmaz,Shooting Guard,Right,6-7,202,24,July,1997,,2016 NBA Draft,Philadelphia 76ers,"1st round (26th pick, 26th overall)",,"November 11, 2017"
kornelu01,Luke Kornet,Center,Right,7-1,250,15,July,1995,Vanderbilt,,,,9.0,"February 8, 2018"
korveky01,Kyle Korver,"Shooting Guard, Small Forward, Power Forward",Right,6-7,212,17,March,1981,Creighton,2003 NBA Draft,New Jersey Nets,"2nd round (22nd pick, 51st overall)",,"October 28, 2003"
koufoko01,Kosta Koufos,Center,Right,7-0,245,24,February,1989,Ohio State,2008 NBA Draft,Utah Jazz,"1st round (23rd pick, 23rd overall)",,"November 1, 2008"
krejcvi01,VÃ­t KrejÄÃ­,"Point Guard, Shooting Guard",Right,6-8,195,19,June,2000,,2020 NBA Draft,Washington Wizards,"2nd round (7th pick, 37th overall)",5.0,"October 20, 2021"
kreklwa01,Wayne Kreklow,Shooting Guard,Right,6-4,175,4,January,1957,Drake University,1979 NBA Draft,Boston Celtics,"3rd round (9th pick, 53rd overall)",,"October 10, 1980"
kuberst01,Steve Kuberski,"Power Forward, Small Forward, Center",Right,6-8,215,6,November,1947,Bradley,1969 NBA Draft,Boston Celtics,"4th round (9th pick, 52nd overall)",,"October 24, 1969"
kukocto01,Toni KukoÄ,"Small Forward, Power Forward",Left,6-10,192,18,September,1968,,1990 NBA Draft,Chicago Bulls,"2nd round (2nd pick, 29th overall)",,"November 5, 1993"
kulboar01,Arnoldas Kulboka,Small Forward,Right,6-10,220,4,January,1998,,2018 NBA Draft,Charlotte Hornets,"2nd round (25th pick, 55th overall)",,"December 10, 2021"
kuminjo01,Jonathan Kuminga,"Power Forward, Small Forward",Right,6-7,225,6,October,2002,,2021 NBA Draft,Golden State Warriors,"1st round (7th pick, 7th overall)",5.0,"October 30, 2021"
kupchmi01,Mitch Kupchak,"Power Forward, Center",Right,6-9,230,24,May,1954,UNC,1976 NBA Draft,Washington Bullets,"1st round (13th pick, 13th overall)",,"October 22, 1976"
kurucro01,Rodions Kurucs,"Small Forward, Power Forward",Right,6-9,228,5,February,1998,,2018 NBA Draft,Brooklyn Nets,"2nd round (10th pick, 40th overall)",,"October 17, 2018"
kuzmaky01,Kyle Kuzma,"Power Forward, Small Forward",Right,6-8,221,24,July,1995,Utah,2017 NBA Draft,Brooklyn Nets,"1st round (27th pick, 27th overall)",9.0,"October 19, 2017"
kuzmiog01,Ognjen KuzmiÄ,Center,Right,7-1,251,16,May,1990,,2012 NBA Draft,Golden State Warriors,"2nd round (22nd pick, 52nd overall)",,"October 30, 2013"
labissk01,Skal LabissiÃ¨re,"Power Forward, Center",Right,6-10,235,18,March,1996,Kentucky,2016 NBA Draft,Phoenix Suns,"1st round (28th pick, 28th overall)",6.0,"November 5, 2016"
lackebo01,Bob Lackey,Shooting Guard,Right,6-5,200,4,April,1949,Casper College,1972 NBA Draft,Atlanta Hawks,"5th round (8th pick, 71st overall)",,
ladnewe01,Wendell Ladner,Small Forward,Right,6-5,220,6,October,1948,Southern Miss,,,,,
lagarto01,Tom LaGarde,"Center, Power Forward",Right,6-10,220,10,February,1955,UNC,1977 NBA Draft,Denver Nuggets,"1st round (9th pick, 9th overall)",,"October 19, 1977"
laimbbi01,Bill Laimbeer,Center,Right,6-11,245,19,May,1957,Notre Dame,1979 NBA Draft,Cleveland Cavaliers,"3rd round (21st pick, 65th overall)",,"October 10, 1980"
lamban01,Anthony Lamb,Small Forward,Right,6-6,227,20,January,1998,University of Vermont,,,,,"March 11, 2021"
lambje01,Jeremy Lamb,"Shooting Guard, Small Forward",Right,6-5,180,30,May,1992,UConn,2012 NBA Draft,Houston Rockets,"1st round (12th pick, 12th overall)",,"November 2, 2012"
