player_id,player_name,Experience,Career Games,Career Points,Career Total Rebound Percentage,Career Assists Percentage,Career Field Goal Percentage,Career 3pt Field Goal Percentage,Career Free Throw Percentage,Career Effective Field Goal Percentage,Career Player Efficiency Rating,Career Win Shares
abdulka01,Kareem Abdul-Jabbar,,1560,24.6,11.2,3.6,55.9,5.6,72.1,55.9,24.6,273.4
abramjo01,John Abramovic,,56,9.5,,0.7,23.7,,68.6,,,-1.9
abrinal01,Ãlex Abrines,,174,5.3,1.4,0.5,38.7,36.8,88.0,52.5,8.8,5.0
achiupr01,Precious Achiuwa,6.0,393,8.0,5.9,1.1,49.4,29.9,59.6,52.3,14.4,14.8
acyqu01,Quincy Acy,,337,4.9,3.5,0.6,44.4,35.0,75.9,51.3,11.2,8.7
adamsja01,Jaylen Adams,,41,2.7,1.5,1.6,33.1,32.9,77.8,43.6,7.0,0.0
adamsst01,Steven Adams,12.0,796,8.7,8.0,1.5,58.4,5.9,53.4,58.4,17.0,63.7
adebaba01,Bam Adebayo,9.0,640,16.2,9.0,3.6,52.2,31.6,75.9,53.7,19.7,64.0
adelde01,Deng Adel,,19,1.7,1.0,0.3,30.6,26.1,100.0,38.9,2.7,-0.2
agbajoc01,Ochai Agbaji,4.0,263,7.2,2.7,1.1,44.8,33.9,75.5,53.3,9.6,5.5
aguirma01,Mark Aguirre,,923,20.0,5.0,3.1,48.4,31.2,74.1,49.8,19.0,67.8
aingeda01,Danny Ainge,,1042,11.5,2.7,4.0,46.9,37.8,84.6,51.9,14.7,71.5
ajincal01,Alexis AjinÃ§a,,293,5.3,3.9,0.5,50.3,28.6,79.7,50.7,14.9,7.5
akoonde01,DeVaughn Akoon-Purcell,,7,1.0,0.6,0.9,30.0,0.0,50.0,30.0,8.2,0.0
aldamsa01,Santi Aldama,5.0,278,10.4,5.4,2.1,46.3,34.6,68.6,54.7,14.7,14.5
aldrila01,LaMarcus Aldridge,,1076,19.1,8.1,1.9,49.3,32.0,81.3,49.9,20.7,115.6
alexaky01,Kyle Alexander,,2,1.0,1.5,0.0,50.0,,,50.0,4.7,0.0
alexani01,Nickeil Alexander-Walker,7.0,459,10.6,2.6,2.5,42.7,37.2,80.7,52.7,12.5,16.5
alexatr01,Trey Alexander,2.0,33,2.4,0.7,0.6,41.0,31.0,66.7,46.8,7.9,0.0
alexaty01,Ty-Shon Alexander,,15,0.6,0.7,0.4,25.0,22.2,50.0,33.3,4.2,0.0
alkinra01,Rawle Alkins,,10,3.7,2.6,1.3,33.3,25.0,66.7,37.2,8.1,-0.1
allengr01,Grayson Allen,8.0,454,11.2,3.0,2.2,44.3,40.3,85.7,57.6,13.2,26.4
allenja01,Jarrett Allen,9.0,624,13.1,9.2,1.7,64.1,15.9,71.1,64.3,20.7,73.1
allenka01,Kadeem Allen,,47,5.5,1.5,2.3,43.5,34.9,75.7,48.8,13.5,1.0
allenlu01,Lucius Allen,,702,13.4,3.1,4.5,46.3,,76.0,,15.5,42.0
allenra02,Ray Allen,,1300,18.9,4.1,3.4,45.2,40.0,89.4,53.0,18.6,145.1
allenti01,Timmy Allen,,5,2.6,3.4,1.0,26.1,0.0,50.0,26.1,0.8,-0.1
allento01,Tony Allen,,820,8.1,3.5,1.3,47.5,28.2,70.9,48.7,14.2,38.7
alvarjo01,Jose Alvarado,5.0,296,8.0,2.3,3.2,41.2,34.9,75.7,50.9,13.0,9.4
aminual01,Al-Farouq Aminu,,711,7.5,6.0,1.2,42.0,33.2,74.6,47.8,12.2,27.6
anderan01,Andy Anderson,,194,10.7,2.7,1.7,41.0,15.9,75.5,41.3,10.9,3.5
anderch01,Chris Andersen,,695,5.4,5.0,0.5,53.2,22.1,65.4,53.5,16.7,39.7
anderde01,Derek Anderson,,615,12.0,3.2,3.4,40.8,34.1,85.3,46.3,15.3,43.9
anderje01,Jerome Anderson,,49,2.6,0.5,0.3,49.0,,69.4,,11.4,0.4
anderjj01,J.J. Anderson,,157,4.8,2.8,0.7,46.5,0.0,55.8,46.5,12.1,2.7
anderju01,Justin Anderson,,242,5.3,2.6,0.8,41.0,29.2,77.5,48.2,12.4,4.9
anderky01,Kyle Anderson,12.0,757,6.8,4.2,2.8,48.0,34.0,71.5,51.6,14.1,41.3
anderry01,Ryan Anderson,,649,12.3,5.3,0.9,42.2,38.0,85.4,52.3,16.5,46.7
andersh01,Shandon Anderson,,719,7.4,3.1,1.4,45.7,31.6,73.9,49.2,11.7,23.6
anigbik01,Ike Anigbogu,,14,0.9,0.9,0.1,33.3,,83.3,33.3,17.0,0.0
antetal01,Alex Antetokounmpo,1.0,6,3.2,1.0,0.2,37.5,28.6,73.3,50.0,28.6,0.1
antetgi01,Giannis Antetokounmpo,13.0,895,24.1,9.9,5.0,55.4,28.5,69.1,57.3,26.1,125.8
antetko01,Kostas Antetokounmpo,3.0,22,1.0,1.0,0.1,37.5,,47.4,37.5,3.6,-0.2
antetth01,Thanasis Antetokounmpo,7.0,232,2.3,1.5,0.6,50.6,13.4,53.6,51.6,10.6,2.1
anthoca01,Carmelo Anthony,,1260,22.5,6.2,2.7,44.7,35.5,81.4,48.5,19.5,108.5
anthoco01,Cole Anthony,6.0,355,12.0,4.1,3.8,41.9,34.3,84.1,48.2,13.9,10.5
anthojo01,Joel Anthony,,490,2.2,2.8,0.2,51.3,,66.2,51.3,9.7,15.3
anunoog01,OG Anunoby,9.0,559,13.3,4.5,1.7,47.6,37.7,77.4,56.3,13.8,37.6
architi01,Tiny Archibald,,876,18.8,2.3,7.4,46.7,22.4,81.0,46.8,18.0,83.4
arcidry01,Ryan Arcidiacono,,257,4.0,1.8,1.9,42.1,36.9,80.7,52.7,9.8,6.0
ardji01,Jim Ard,,431,4.4,4.3,0.6,40.2,23.5,66.2,40.3,10.6,4.0
arizatr01,Trevor Ariza,,1118,10.4,4.8,2.1,42.2,35.1,73.1,50.4,13.1,64.3
arizipa01,Paul Arizin,,713,22.8,8.6,2.3,42.1,,81.0,,19.8,108.8
armeltr01,Armel TraorÃ©,,9,1.6,1.7,0.1,31.6,0.0,28.6,31.6,3.5,-0.1
armstbj01,B.J. Armstrong,,747,9.8,1.8,3.3,47.7,42.5,85.6,51.3,14.5,45.0
arnzebo01,Bob Arnzen,,111,4.0,2.0,0.3,46.5,20.0,80.0,46.6,13.6,1.4
artesro01,Metta World Peace,,991,13.2,4.5,2.7,41.4,33.9,71.5,46.5,14.8,61.1
atkinch01,Chucky Atkins,,696,9.9,1.7,3.4,41.2,36.4,77.2,48.9,13.1,27.9
augusdj01,D.J. Augustin,,976,9.5,1.8,3.9,41.2,38.1,86.7,49.9,14.0,47.7
avdijde01,Deni Avdija,6.0,425,13.3,6.3,3.4,46.2,33.3,77.1,52.7,14.4,21.7
averibi01,Bird Averitt,,366,12.1,1.9,2.9,40.5,24.9,74.3,41.2,12.5,3.9
awtrede01,Dennis Awtrey,,733,4.8,4.6,2.0,45.9,,65.2,45.9,10.5,22.4
ayayijo01,Joel Ayayi,,7,0.3,0.4,0.6,16.7,0.0,,16.7,3.4,0.0
aytonde01,Deandre Ayton,8.0,470,15.8,10.1,1.5,59.9,23.0,74.1,60.1,19.7,43.8
azubuud01,Udoka Azubuike,4.0,84,3.0,2.8,0.2,75.8,,44.4,75.8,15.5,2.0
bacondw01,Dwayne Bacon,,207,7.3,2.6,1.1,40.2,31.4,78.0,44.7,8.9,0.8
badjiib01,Ibou Badji,1.0,22,1.5,2.3,0.6,63.6,,50.0,63.6,8.1,0.2
baglema01,Marvin Bagley III,8.0,349,11.8,6.5,1.0,53.1,30.8,68.5,55.5,17.9,16.3
baglema02,Marcus Bagley,1.0,10,6.7,7.0,1.0,39.1,15.6,80.0,42.8,11.8,0.2
baileac01,Ace Bailey,1.0,72,13.8,4.2,1.8,44.3,34.4,75.0,52.0,11.6,-0.1
baileam01,Amari Bailey,,10,2.3,0.9,0.7,33.3,12.5,85.7,35.4,9.7,-0.1
bakerro01,Ron Baker,,96,3.1,1.4,1.8,35.8,26.5,70.7,41.7,7.4,0.2
balad01,Adama-Alpha Bal,1.0,8,10.4,3.1,2.4,41.2,40.9,90.0,54.4,9.6,0.3
baldwpa01,Patrick Baldwin Jr.,4.0,102,3.7,2.1,0.5,40.5,37.6,66.7,53.1,11.1,0.7
baldwwa01,Wade Baldwin,,56,3.1,1.2,1.4,35.5,25.0,77.6,38.2,7.1,-0.3
ballagr01,Greg Ballard,,802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54.0
ballla01,LaMelo Ball,6.0,303,20.8,5.7,7.3,41.8,36.5,84.7,51.0,19.1,19.8
balllo01,Lonzo Ball,7.0,322,10.6,5.3,5.6,39.2,35.5,60.3,50.2,13.0,13.3
bambamo01,Mo Bamba,8.0,368,6.7,5.4,0.8,47.7,35.6,68.2,54.9,16.3,15.7
banchpa01,Paolo Banchero,4.0,270,22.3,7.4,4.8,44.9,31.7,74.3,48.9,17.2,16.1
banede01,Desmond Bane,6.0,395,18.3,4.5,3.8,47.5,40.7,89.0,56.3,17.1,33.0
bantoda01,Dalano Banton,5.0,222,6.6,2.2,2.0,40.1,30.3,73.2,46.0,12.5,2.0
barbeca01,Cat Barber,,3,0.0,1.0,1.0,0.0,,0.0,0.0,-11.2,-0.1
barbole01,Leandro Barbosa,,850,10.6,2.0,2.1,45.9,38.7,82.1,52.6,15.1,37.4
bareajo01,J.J. Barea,,831,8.9,2.1,3.9,42.4,35.2,79.4,48.5,14.5,23.8
barlodo01,Dominick Barlow,4.0,167,5.7,3.8,1.0,53.0,25.4,70.1,55.2,13.5,6.8
barnedi01,Dick Barnett,,971,15.8,2.9,2.8,45.6,,76.1,,14.7,68.7
barneha02,Harrison Barnes,14.0,1070,13.6,4.6,1.8,46.0,38.5,81.1,53.0,13.6,66.4
barneji01,Jim Barnes,,454,8.8,6.5,0.8,42.9,,68.4,,12.5,14.2
barnema02,Matt Barnes,,929,8.2,4.6,1.8,43.6,33.5,74.5,51.3,12.7,42.8
barnesc01,Scottie Barnes,5.0,356,17.4,7.5,5.2,47.5,30.1,77.3,51.1,17.6,27.2
barnhbr01,Brooks Barnhizer,1.0,40,1.7,2.0,0.6,38.0,29.2,70.0,43.0,7.9,0.6
barnhjo01,John Barnhill,,589,8.6,2.5,2.9,40.6,23.6,65.8,41.6,10.7,12.7
barrerj01,RJ Barrett,7.0,444,18.9,5.5,3.3,44.7,34.5,70.0,50.1,14.2,17.3
barroea01,Earl Barron,,140,4.6,3.5,0.5,37.1,16.7,70.2,37.3,8.6,-0.6
barrybr01,Brent Barry,,912,9.3,3.0,3.2,46.0,40.5,82.3,57.0,15.7,70.5
barryri01,Rick Barry,,1020,24.8,6.7,4.9,45.6,29.7,89.3,46.0,21.0,128.9
bartowi01,Will Barton,,679,11.2,4.1,2.7,43.0,35.5,78.7,49.8,13.9,26.5
bassech01,Charles Bassey,5.0,126,4.5,4.3,0.8,63.5,23.1,65.7,63.9,19.5,4.5
basseti01,Tim Bassett,,473,6.2,6.7,1.2,42.3,28.6,58.8,42.4,10.2,12.9
basspa01,Paris Bass,,2,3.0,2.0,0.0,33.3,0.0,100.0,33.3,13.9,0.0
bateeme01,Mengke Bateer,,46,3.4,2.5,0.6,39.1,33.3,74.4,40.7,6.4,-0.1
batesem01,Emoni Bates,2.0,25,3.1,0.8,0.7,32.2,33.3,25.0,44.3,5.2,-0.2
bateske01,Keita Bates-Diop,6.0,283,6.0,3.0,0.9,47.4,33.3,75.1,52.9,12.7,7.4
battish01,Shane Battier,,977,8.6,4.2,1.8,43.7,38.4,74.3,52.9,12.6,75.7
battlja01,Jamison Battle,2.0,120,5.1,2.1,0.6,45.3,40.7,78.1,59.6,10.7,2.6
batumni01,Nicolas Batum,18.0,1205,9.6,4.7,3.0,43.6,37.1,83.1,53.4,13.8,75.6
baughda01,Damion Baugh,1.0,15,7.3,3.3,3.7,32.3,21.4,86.7,36.9,6.3,-0.5
bayleje01,Jerryd Bayless,,586,8.4,2.1,2.9,41.1,36.1,81.8,47.1,12.2,18.6
bayloel01,Elgin Baylor,,846,27.4,13.5,4.3,43.1,,78.0,,22.7,104.2
baynear01,Aron Baynes,,522,6.0,4.6,0.8,48.9,30.8,79.4,51.1,13.7,20.1
bazemke01,Kent Bazemore,,657,8.2,3.2,1.8,41.3,35.6,72.4,48.8,11.4,13.5
bazleda01,Darius Bazley,,237,8.9,5.2,1.2,41.4,30.9,67.7,47.6,11.2,3.1
bealbr01,Bradley Beal,14.0,807,21.4,4.0,4.3,46.4,37.6,82.1,52.7,18.0,58.4
beardbu01,Butch Beard,,605,9.3,3.4,3.6,48.7,,77.1,,15.0,32.8
beaslma01,Malik Beasley,,578,11.7,2.8,1.4,42.6,39.1,76.9,55.3,12.4,20.1
beaslmi01,Michael Beasley,,609,12.4,4.7,1.3,46.5,34.9,75.9,48.7,15.6,15.6
beatyze01,Zelmo Beaty,,889,17.1,10.9,1.5,49.4,15.4,77.1,49.4,18.7,106.0
beaubro01,Rodrigue Beaubois,,182,7.1,1.9,2.1,43.9,32.5,81.0,49.6,14.5,4.8
beaucma01,MarJon Beauchamp,4.0,149,4.4,1.9,0.6,43.1,35.2,71.2,52.5,9.7,1.4
beckear01,Art Becker,,414,12.5,6.3,1.0,48.0,32.1,83.5,48.1,16.3,28.1
becker01,Ernie Beck,,371,6.3,3.2,1.8,38.3,,76.2,,11.2,9.0
bedfowi01,William Bedford,,238,4.1,2.4,0.5,41.6,31.8,60.5,41.9,9.7,0.9
beekmre01,Reece Beekman,1.0,36,2.6,1.1,1.8,32.7,17.5,76.2,36.0,7.5,0.1
belinma01,Marco Belinelli,,860,9.7,2.1,1.7,42.4,37.6,84.6,51.1,12.2,30.5
belljo01,Jordan Bell,,161,3.7,3.1,1.2,55.2,20.0,63.6,55.6,15.0,4.9
bembrde01,DeAndre' Bembry,,296,5.9,3.2,1.8,47.4,28.3,61.1,50.9,10.5,4.4
bendedr01,Dragan Bender,,187,5.4,3.9,1.3,39.9,32.3,65.4,49.7,7.6,0.5
berinjo01,Joan Beringer,1.0,40,3.9,2.3,0.3,66.3,,70.3,66.3,21.3,1.5
bernaju01,Jules Bernard,1.0,19,3.9,1.4,0.8,45.3,37.9,55.6,53.9,12.7,0.1
bertada01,DÄvis BertÄns,,475,7.7,2.4,0.9,42.2,39.6,86.3,58.0,12.8,18.6
bertada02,Dairis BertÄns,,12,2.8,0.8,0.8,25.5,29.4,,36.2,2.0,-0.2
beverpa01,Patrick Beverley,,666,8.3,4.1,3.4,41.3,37.1,76.0,51.7,12.2,40.2
beysa01,Saddiq Bey,5.0,364,14.8,5.3,2.0,41.8,35.5,84.2,51.0,14.3,20.0
beyty01,Tyler Bey,1.0,18,1.0,1.1,0.2,31.8,25.0,60.0,34.1,5.9,0.0
bibbyhe01,Henry Bibby,,675,8.6,2.3,3.3,42.4,29.3,78.2,42.8,12.3,24.5
billuch01,Chauncey Billups,,1043,15.2,2.9,5.4,41.5,38.7,89.4,49.5,18.8,120.8
birchkh01,Khem Birch,,282,5.0,4.4,1.0,52.0,20.0,69.8,52.7,14.6,13.4
birdla01,Larry Bird,,897,24.3,10.0,6.3,49.6,37.6,88.6,51.4,23.5,145.8
bitadgo01,Goga Bitadze,7.0,383,5.5,4.3,1.2,56.1,22.9,67.1,58.2,17.9,19.3
bitimon01,Onuralp Bitim,,23,3.5,1.4,0.6,38.1,27.3,80.0,45.2,5.0,-0.1
biyombi01,Bismack Biyombo,15.0,892,5.0,5.8,0.7,53.7,0.0,55.2,53.7,12.9,33.3
bjeline01,Nemanja Bjelica,,449,7.6,4.6,1.8,46.6,38.4,75.9,55.6,13.7,20.0
blackan01,Anthony Black,3.0,211,9.5,2.9,2.7,44.1,33.8,72.4,50.1,11.7,6.7
blackle01,Leaky Black,2.0,41,4.3,3.0,1.1,41.9,37.3,73.9,51.0,9.3,0.5
blakean01,Antonio Blakeney,,76,7.5,1.8,0.8,40.6,35.7,69.6,45.4,10.5,-0.6
blantri01,Ricky Blanton,,2,3.0,1.5,0.5,42.9,,,42.9,19.3,0.0
bledser01,Eric Bledsoe,,756,13.7,3.9,4.7,45.2,33.6,78.4,50.4,17.0,46.1
blevike01,Keljin Blevins,,48,2.2,1.1,0.5,29.8,28.8,54.5,38.5,3.8,-0.7
bloommi01,Mike Bloom,,93,6.8,,0.8,25.5,,71.3,,,2.5
blossja01,Jaron Blossomgame,,27,4.2,3.6,0.5,44.3,25.6,76.9,49.1,10.2,0.3
boehebu01,Buddy Boeheim,3.0,24,2.3,0.7,0.3,25.8,25.0,83.3,37.1,4.6,-0.1
bogdabo01,Bogdan BogdanoviÄ,9.0,526,14.0,3.3,3.2,43.6,38.1,84.5,53.9,14.3,25.0
bogdabo02,Bojan BogdanoviÄ,,719,15.6,3.6,1.7,46.0,39.4,85.9,54.9,14.2,37.6
bogutan01,Andrew Bogut,,706,9.6,8.7,2.2,53.5,12.0,55.7,53.5,16.4,50.6
bolbo01,Bol Bol,6.0,202,6.2,3.5,0.6,54.5,33.2,74.9,59.8,15.5,5.0
boldejo01,Jonah Bolden,,51,4.3,3.4,0.8,48.6,34.0,48.4,58.4,12.2,1.4
boldema01,Marques Bolden,3.0,18,2.4,2.3,0.2,64.3,0.0,66.7,64.3,15.6,0.4
bolmale01,Leandro Bolmaro,,49,1.1,1.0,0.6,27.0,22.7,84.6,30.4,3.1,-0.3
bonaad01,Adem Bona,2.0,129,5.3,4.3,0.5,64.6,28.6,69.0,64.8,14.4,5.2
bonejo01,Jordan Bone,2.0,24,2.8,1.2,1.1,37.8,28.6,,45.9,7.1,0.1
bongais01,Isaac Bonga,,143,3.1,2.2,0.8,43.2,30.0,75.9,48.6,8.4,1.7
bonharo01,Ron Bonham,,118,6.1,1.4,0.4,38.8,0.0,82.4,38.8,16.9,2.7
bonnema01,Matt Bonner,,792,5.8,3.0,0.7,46.4,41.4,78.0,57.0,13.6,38.5
bookede01,Devin Booker,11.0,737,24.6,4.0,5.3,46.3,35.2,87.3,52.0,19.0,58.0
boonero01,Ron Boone,,1041,16.8,4.2,3.7,46.1,30.4,83.7,46.6,15.3,59.3
boothke01,Keith Booth,,45,2.9,2.2,0.9,32.5,9.1,56.3,32.8,7.3,-0.8
boozebo01,Bob Boozer,,874,14.8,8.1,1.4,46.2,,76.1,,16.1,64.2
boshch01,Chris Bosh,,893,19.2,8.5,2.0,49.4,33.5,79.9,50.6,20.6,106.0
bostobr01,Brandon Boston Jr.,,147,7.5,2.2,1.2,41.2,32.8,78.1,46.7,11.7,1.0
bosweto01,Tom Boswell,,366,7.7,4.7,1.6,53.3,54.5,72.4,53.4,13.7,15.2
bouchch01,Chris Boucher,9.0,416,8.7,5.1,0.5,48.7,33.6,77.9,55.7,18.9,26.0
bouknja01,James Bouknight,3.0,79,4.8,1.7,0.9,36.3,33.5,76.2,44.7,8.4,-0.3
bouyeja01,Jamaree Bouyea,4.0,65,4.9,1.7,1.6,44.8,27.6,67.4,49.5,11.3,0.9
bowenbr01,Bruce Bowen,,873,6.1,2.8,1.2,40.9,39.3,57.5,49.4,8.2,42.9
bowenbr02,Brian Bowen,,12,0.8,0.8,0.0,28.6,0.0,100.0,28.6,0.4,-0.1
bowmaky01,Ky Bowman,,45,7.4,2.7,2.9,41.7,30.8,82.9,46.9,9.1,-0.1
bowmana01,Nate Bowman,,261,2.9,3.4,0.7,38.8,0.0,52.9,38.8,9.2,1.0
bracest01,Steve Bracey,,187,6.1,1.6,2.2,46.6,,68.4,,12.6,3.9
braddga01,Gary Bradds,,254,12.2,5.5,0.9,47.5,5.6,79.8,47.5,18.8,15.8
bradlav01,Avery Bradley,,660,11.0,2.8,1.7,43.4,36.5,78.3,49.8,10.7,17.2
bradlbi01,Bill Bradley,,742,12.4,3.2,3.4,44.8,,84.0,,12.2,38.8
bradlji01,Jim Bradley,,98,7.0,5.4,1.3,42.9,0.0,72.7,42.9,12.3,3.7
bradlto01,Tony Bradley,8.0,234,4.3,3.8,0.5,61.8,47.4,68.4,62.5,18.3,8.9
brancad01,Adrian Branch,,130,6.4,1.9,0.7,45.5,23.1,74.4,46.1,15.1,2.1
branhma01,Malaki Branham,4.0,216,8.0,2.0,1.6,44.1,33.9,84.0,51.3,9.8,0.1
brantja01,Jarrell Brantley,3.0,41,2.7,1.3,0.7,45.7,38.0,83.3,55.9,13.9,0.6
braunca01,Carl Braun,,788,13.5,3.4,3.7,38.3,,80.4,,15.8,64.3
braunch01,Christian Braun,4.0,281,9.6,3.9,1.8,52.6,36.5,75.8,58.4,13.4,16.4
brazdig01,Ignas Brazdeikis,3.0,64,5.0,1.9,0.9,41.6,31.5,68.6,48.3,9.6,0.4
breako01,Koby Brea,1.0,12,3.8,0.7,0.8,41.7,43.3,100.0,59.7,13.6,0.2
breauti01,Tim Breaux,,102,2.9,0.9,0.4,36.9,29.7,63.5,40.6,7.4,-0.2
breweco01,Corey Brewer,,819,8.7,2.8,1.5,42.5,28.4,71.3,46.5,11.8,22.5
breweji01,Jim Brewer,,703,5.8,6.3,1.5,44.8,7.7,57.1,44.8,12.2,29.3
brickfr01,Frank Brickowski,,731,10.0,4.7,1.9,51.9,32.4,74.0,52.4,14.2,29.8
bridgbi01,Bill Bridges,,926,11.9,11.9,2.8,44.2,,69.3,,14.5,59.9
bridgja01,Jalen Bridges,1.0,8,1.1,0.5,0.0,28.6,28.6,75.0,42.9,-0.1,-0.1
bridgmi01,Mikal Bridges,8.0,638,14.7,3.9,2.9,48.5,37.1,84.2,56.3,14.5,50.0
bridgmi02,Miles Bridges,7.0,501,15.9,6.1,2.8,46.1,33.8,82.5,53.0,15.5,27.8
brimaam01,Amida Brimah,,5,2.6,1.6,0.2,62.5,,100.0,62.5,16.6,0.0
briscis01,Isaiah Briscoe,,39,3.5,1.9,2.2,39.9,32.4,57.7,43.8,6.7,0.3
brissos01,Oshae Brissett,,233,6.6,3.9,0.8,41.9,33.7,69.4,49.7,12.5,7.0
brockiz01,Izaiah Brockington,,1,4.0,2.0,0.0,40.0,0.0,,40.0,26.6,0.0
broekry01,Ryan Broekhoff,,59,4.0,1.8,0.6,42.7,40.3,81.5,58.4,11.4,1.2
brogdma01,Malcolm Brogdon,,463,15.3,4.1,4.7,46.3,38.8,87.4,53.0,16.9,33.4
brookar01,Armoni Brooks,,84,6.6,2.3,1.2,36.2,33.1,74.3,50.0,9.1,0.5
brookdi01,Dillon Brooks,9.0,548,14.8,3.3,2.0,42.1,35.3,81.0,49.3,11.1,16.8
brookke02,Keion Brooks Jr.,1.0,14,10.1,4.1,0.9,48.6,32.6,73.3,55.0,12.8,0.4
brookma01,MarShon Brooks,,200,8.0,2.1,1.4,44.7,34.5,75.1,48.7,13.9,3.3
brooksc01,Scott Brooks,,680,4.9,1.0,2.4,45.0,37.2,84.9,50.3,14.5,23.5
broomjo01,Johni Broome,1.0,11,0.9,1.5,0.4,16.7,0.0,33.3,16.7,0.4,-0.2
brownbr01,Bruce Brown,8.0,539,8.7,4.2,2.4,47.6,34.4,76.7,52.0,12.2,22.9
brownch01,Chucky Brown,,694,5.9,3.1,0.8,49.1,22.7,69.9,49.4,11.6,19.0
brownch02,Charlie Brown Jr.,4.0,49,2.0,1.1,0.3,27.9,22.4,92.0,32.9,5.2,-0.2
brownch05,Chaundee Brown Jr.,,5,6.2,3.2,0.8,31.3,33.3,83.3,40.6,6.4,0.0
brownda04,Darius Brown II,1.0,1,0.0,1.0,0.0,0.0,,,0.0,-7.7,0.0
brownde02,Devin Brown,,465,7.2,2.8,1.5,40.1,33.8,77.6,45.2,11.9,13.3
brownfr01,Fred Brown,,963,14.6,2.7,3.3,47.8,37.3,85.8,48.2,17.7,63.2
browngr01,Greg Brown III,,70,3.8,2.3,0.6,42.4,29.6,61.6,46.9,10.4,0.2
brownja02,Jaylen Brown,10.0,674,20.0,5.5,2.9,47.8,35.8,73.9,53.9,17.5,47.5
brownke03,Kendall Brown,2.0,21,1.4,0.5,0.4,54.5,0.0,60.0,54.5,8.2,0.1
brownko01,Kobe Brown,3.0,145,3.6,2.2,0.9,45.5,33.8,77.9,53.8,10.7,2.3
brownla01,Larry Brown,,376,11.2,2.7,6.7,41.2,23.0,81.3,41.9,11.3,24.8
brownlo01,Lorenzo Brown,,103,2.8,1.5,1.8,36.4,17.0,70.7,39.1,9.0,-0.2
brownmo01,Moses Brown,6.0,163,5.3,4.9,0.2,57.4,,54.4,57.4,18.8,5.4
brownpj01,P.J. Brown,,1089,9.1,7.7,1.5,46.0,13.6,79.4,46.1,14.1,89.8
brownra02,Randy Brown,,655,4.8,1.8,2.2,41.7,20.0,69.1,42.1,10.3,11.0
brownro01,Roger Brown,,605,17.4,6.2,3.8,46.9,32.1,79.1,48.8,17.4,65.2
brownsh01,Shannon Brown,,408,7.6,1.9,1.1,42.0,33.2,80.7,46.8,12.4,9.2
brownst02,Sterling Brown,,268,5.3,3.3,1.0,41.9,36.3,79.6,51.7,10.0,6.6
browntr01,Troy Brown Jr.,6.0,356,6.2,3.6,1.4,42.3,35.1,78.3,50.1,10.7,8.6
brunsja01,Jalen Brunson,8.0,561,19.2,3.2,5.3,48.5,38.5,82.6,54.5,19.2,54.2
bryanca01,Carter Bryant,1.0,71,4.2,2.5,0.7,40.8,33.5,71.4,50.6,9.9,1.3
bryanel01,Elijah Bryant,,1,16.0,6.0,3.0,46.2,20.0,100.0,50.0,10.6,0.0
bryanem01,Em Bryant,,566,6.6,2.8,3.0,41.0,,69.0,,10.1,8.6
bryanko01,Kobe Bryant,,1346,25.0,5.2,4.7,44.7,32.9,83.7,48.2,22.9,172.7
bryanth01,Thomas Bryant,9.0,393,8.5,4.9,0.9,57.3,34.8,78.1,62.1,19.2,22.7
buccige01,George Bucci,,33,3.9,1.1,0.5,40.3,0.0,68.3,40.3,13.0,0.1
buchash01,Shaq Buchanan,,2,1.0,1.0,1.0,25.0,0.0,,25.0,0.6,0.0
bucknqu01,Quinn Buckner,,719,8.2,2.7,4.3,46.1,18.4,65.7,46.1,13.4,24.7
buechju01,Jud Buechler,,720,3.3,1.8,0.8,43.3,36.6,63.3,49.2,11.2,16.5
bufkiko01,Kobe Bufkin,3.0,43,4.2,1.6,1.3,35.4,21.2,73.7,40.2,8.7,-0.2
bullama01,Matt Bullard,,615,5.3,2.0,0.9,41.8,38.4,76.8,52.1,11.9,16.8
bullore01,Reggie Bullock,,556,7.3,2.6,1.2,42.4,38.5,82.7,55.4,10.0,21.4
burketr01,Trey Burke,,498,9.6,1.8,3.1,41.0,34.5,81.0,47.3,13.8,12.9
burksal01,Alec Burks,,791,10.6,3.3,1.9,41.5,38.6,80.5,48.8,14.1,31.7
burresc01,Scott Burrell,,383,6.9,3.5,1.4,41.8,37.3,72.3,49.1,13.5,16.4
burtode02,Deonte Burton,,73,2.5,1.2,0.4,36.4,22.2,61.5,40.7,5.2,-0.4
burtoty01,Tyler Burton,1.0,12,10.8,4.2,1.0,37.5,33.3,85.2,47.3,9.5,0.1
busedo01,Don Buse,,966,7.1,2.7,4.6,44.0,33.0,77.9,46.5,13.3,57.1
butleal01,Al Butler,,234,9.8,3.0,2.3,43.9,,73.9,,13.1,7.0
butleca01,Caron Butler,,881,14.1,5.0,2.3,43.4,34.8,84.7,46.9,15.0,50.9
butleja01,Jackie Butler,,69,5.0,3.0,0.4,53.9,,77.5,53.9,14.6,1.4
butleja02,Jared Butler,4.0,148,6.7,1.5,2.8,45.0,34.1,81.8,52.2,14.5,2.5
butleji01,Jimmy Butler,15.0,907,18.4,5.4,4.4,47.4,33.0,84.4,50.5,21.8,129.4
butlejo01,John Butler,1.0,19,2.4,0.9,0.6,32.1,22.9,75.0,39.6,5.7,0.0
butlemi01,Mike Butler,,245,8.8,1.5,2.1,39.3,28.9,86.6,43.6,11.9,7.2
