player_id,player_name,Experience,Career Games,Career Points,Career Total Rebound Percentage,Career Assists Percentage,Career Field Goal Percentage,Career 3pt Field Goal Percentage,Career Free Throw Percentage,Career Effective Field Goal Percentage,Career Player Efficiency Rating,Career Win Shares
mozgoti01,Timofey Mozgov,,454,6.8,4.9,0.6,53.5,19.0,73.8,53.7,14.7,17.7
mudiaem01,Emmanuel Mudiay,,302,10.9,2.9,3.8,40.1,32.3,74.4,44.6,11.8,-0.2
muldemy01,Mychal Mulder,,84,5.8,1.3,0.5,41.3,36.9,71.1,55.7,8.9,1.0
mullije01,Jeff Mullins,,804,16.2,4.3,3.8,46.3,,81.4,,16.3,62.8
murkead01,Ade Murkey,,1,0.0,0.0,0.0,,,,,0.0,0.0
murphjo01,John Murphy,,20,1.6,,0.0,27.5,,66.7,,,0.3
murphtr02,Trey Murphy III,5.0,317,15.4,4.3,2.2,45.9,38.2,87.8,57.2,16.3,24.4
murraco01,Collin Murray-Boyles,1.0,57,8.5,5.0,1.9,57.9,34.0,65.7,60.4,16.4,4.0
murrade01,Dejounte Murray,9.0,517,15.5,5.8,5.4,45.4,33.9,79.3,49.8,17.3,26.8
murraja01,Jamal Murray,9.0,611,18.9,3.8,5.0,45.9,39.0,87.4,53.5,17.7,47.6
murrake02,Keegan Murray,4.0,256,13.3,5.6,1.5,44.7,36.5,80.7,54.7,12.5,14.1
murrakr01,Kris Murray,3.0,188,5.3,3.3,1.2,42.5,25.9,60.0,48.4,9.3,3.6
murratr01,Tracy Murray,,659,9.0,2.5,0.8,43.0,38.8,82.9,50.4,14.6,24.1
musadz01,DÅ¾anan Musa,,49,4.3,1.9,0.9,37.6,22.7,72.6,42.8,9.1,0.0
muscami01,Mike Muscala,,548,5.9,3.1,0.8,45.1,37.3,83.0,55.3,13.5,19.2
musian01,Angelo Musi,,161,8.4,,0.7,29.0,,77.1,,,6.0
mykhasv01,Svi Mykhailiuk,8.0,381,6.9,1.9,1.5,41.4,36.8,77.8,53.4,10.6,5.3
naderab01,Abdel Nader,,202,4.6,1.9,0.5,42.8,35.7,71.8,50.8,9.3,2.8
nancela02,Larry Nance Jr.,11.0,581,7.5,5.9,1.8,53.5,35.2,69.2,57.4,16.0,35.2
nancepe01,Pete Nance,3.0,68,4.3,2.2,0.9,49.6,41.7,33.3,62.5,10.6,1.2
napiesh01,Shabazz Napier,,345,7.1,1.9,2.5,39.7,34.5,81.5,48.2,12.9,8.1
natersw01,Swen Nater,,722,12.4,11.6,1.7,53.5,10.0,74.8,53.5,17.6,58.5
naullwi01,Willie Naulls,,716,15.8,9.1,1.6,40.6,,81.2,,16.3,34.3
nealll01,Lloyd Neal,,435,11.1,7.7,1.5,48.5,,67.2,,15.4,22.7
nealyed01,Ed Nealy,,540,2.7,3.3,0.7,49.8,29.2,68.4,51.5,10.5,15.2
nelsodo01,Don Nelson,,1053,10.3,4.9,1.4,48.0,,76.5,,16.1,74.6
nelsogr02,Grant Nelson,1.0,4,4.3,1.5,1.3,55.6,,70.0,55.6,17.6,0.1
nembhan01,Andrew Nembhard,4.0,265,11.1,2.7,5.2,45.7,34.4,80.9,52.1,12.1,8.9
nembhrj01,RJ Nembhard Jr.,1.0,14,1.1,0.5,0.9,33.3,0.0,75.0,33.3,8.0,0.0
nembhry01,Ryan Nembhard,1.0,60,6.6,2.2,5.3,41.5,35.6,80.6,47.7,10.9,0.8
nemeldi01,Dick Nemelka,,39,5.5,1.5,1.5,38.5,32.3,65.3,43.2,9.8,0.5
nesmiaa01,Aaron Nesmith,6.0,333,9.6,3.4,1.2,45.3,38.3,82.8,55.7,11.4,11.2
nestera01,Rasho NesteroviÄ,,811,6.8,5.1,1.0,50.2,7.7,58.5,50.2,13.3,39.9
netolbo01,Bob Netolicky,,618,16.0,8.9,1.4,49.2,19.4,66.1,49.3,17.3,48.0
netora01,Raul Neto,,435,5.7,1.5,2.1,45.8,36.1,81.2,52.1,12.0,11.6
nevitch01,Chuck Nevitt,,155,1.6,1.5,0.1,43.8,,58.9,43.8,9.1,0.5
newelas01,Asa Newell,1.0,44,5.2,2.2,0.6,53.8,38.7,55.2,62.4,14.2,1.2
newmama01,Malik Newman,,2,5.0,0.5,0.5,42.9,0.0,100.0,42.9,15.3,0.0
newtobi01,Bill Newton,,35,2.1,1.9,0.4,43.7,50.0,50.0,44.4,11.0,0.1
newtotr01,Tristen Newton,2.0,9,1.7,0.8,0.2,29.4,25.0,75.0,35.3,10.6,0.0
nfalyda01,N'Faly Dante,2.0,8,3.4,3.5,0.3,64.7,,83.3,64.7,21.4,0.3
niangge01,Georges Niang,9.0,544,7.4,2.5,1.0,44.5,39.9,85.2,58.0,10.8,15.9
nichoja01,Jack Nichols,,505,10.4,6.9,1.9,36.8,,75.2,,13.3,23.8
nixda01,Daishen Nix,4.0,99,3.3,1.4,1.8,35.6,28.8,59.5,43.6,6.0,-1.4
nixonno01,Norm Nixon,,768,15.7,2.6,8.3,48.3,29.4,77.2,48.8,15.3,47.6
nnajize01,Zeke Nnaji,6.0,303,4.1,2.3,0.4,50.3,34.5,67.1,56.5,12.1,7.5
noahjo01,Joakim Noah,,672,8.8,9.0,2.8,49.1,0.0,70.0,49.1,17.6,61.9
noelne01,Nerlens Noel,,467,7.1,6.1,1.1,54.6,20.0,65.5,54.7,16.5,28.3
noelpa01,Paul Noel,,201,3.3,1.4,0.7,29.1,,63.6,,2.3,0.2
nordmbe01,Bevo Nordmann,,133,4.3,3.9,0.5,45.9,,49.0,,10.7,2.0
norrimi01,Miles Norris,,3,2.3,3.0,0.0,22.2,28.6,50.0,33.3,8.5,0.0
norveza01,Zach Norvell,,5,2.0,1.2,0.6,25.0,37.5,100.0,37.5,2.6,-0.1
novakst01,Steve Novak,,467,4.7,1.3,0.3,43.7,43.0,87.7,60.5,12.7,14.5
nowelja01,Jaylen Nowell,6.0,205,8.9,2.2,1.9,44.2,31.6,79.2,50.4,13.6,4.7
nowelma01,Markquis Nowell,,1,2.0,2.0,2.0,0.0,,100.0,0.0,55.5,0.1
nowitdi01,Dirk Nowitzki,,1522,20.7,7.5,2.4,47.1,38.0,87.9,51.2,22.4,206.3
ntilila01,Frank Ntilikina,,321,4.8,1.8,2.2,36.9,32.0,76.2,43.5,7.7,0.3
nunnaja01,James Nunnally,,37,2.6,0.9,0.5,34.4,32.3,73.3,45.2,6.8,0.0
nunnke01,Kendrick Nunn,,193,12.1,2.4,2.4,45.1,36.2,87.6,53.4,13.0,5.1
nurkiju01,Jusuf NurkiÄ,12.0,631,11.8,8.9,2.6,50.2,29.4,66.1,51.5,18.5,34.7
nwabada01,David Nwaba,,237,6.8,3.7,1.0,49.0,32.0,67.3,52.5,13.1,8.0
nworajo01,Jordan Nwora,4.0,206,7.6,3.2,1.0,43.3,37.6,80.7,52.1,12.0,3.0
obertfa01,Fabricio Oberto,,336,3.2,3.5,0.9,57.6,0.0,61.7,57.6,11.2,13.6
obrieji02,Jim O'Brien,,58,4.6,2.4,1.5,42.9,20.0,74.7,44.2,14.6,0.4
odomla01,Lamar Odom,,961,13.3,8.4,3.7,46.3,31.2,69.3,49.5,16.5,77.0
odurojo01,Josh Oduro,1.0,3,8.3,7.7,1.3,64.7,0.0,50.0,64.7,11.8,0.2
ojelese01,Semi Ojeleye,,284,3.4,2.2,0.4,38.4,34.4,71.7,49.4,7.0,5.2
okafoja01,Jahlil Okafor,,248,10.3,4.7,0.9,54.2,22.2,67.6,54.3,16.4,7.2
okanito01,Toby Okani,1.0,6,10.0,3.5,1.0,35.7,29.0,12.5,42.1,4.1,-0.2
okekech01,Chuma Okeke,5.0,198,6.3,3.8,1.5,38.7,32.1,78.7,48.4,11.2,5.0
okoboel01,Elie Okobo,,108,4.8,1.7,2.2,39.5,31.5,73.7,46.3,8.9,0.5
okogijo01,Josh Okogie,8.0,494,6.1,2.9,1.1,40.9,31.2,73.6,47.8,11.1,14.2
okongon01,Onyeka Okongwu,6.0,381,10.7,6.9,1.6,57.3,35.6,75.6,61.2,17.9,30.9
okorois01,Isaac Okoro,6.0,397,8.3,2.8,1.6,46.5,34.7,74.1,54.2,10.0,18.2
okpalkz01,KZ Okpala,4.0,98,2.3,1.5,0.5,40.9,28.6,66.7,47.6,7.0,1.0
okurme01,Mehmet Okur,,634,13.5,7.0,1.7,45.8,37.5,79.7,50.3,17.1,54.7
oladivi01,Victor Oladipo,10.0,504,16.9,4.5,3.9,43.6,34.7,78.8,49.3,16.0,25.6
olajuha01,Hakeem Olajuwon,,1238,21.8,11.1,2.5,51.2,20.2,71.2,51.3,23.6,162.8
olbrila01,Lachlan Olbrich,1.0,37,2.4,3.0,1.1,46.8,10.5,37.5,48.1,12.0,0.5
olivaqu01,Quincy Olivari,1.0,2,1.5,0.0,0.5,20.0,20.0,,30.0,-5.2,-0.1
oliveca01,Cameron Oliver,,6,11.0,4.5,1.3,60.4,31.3,42.9,65.6,18.6,0.4
olsenbu01,Bud Olsen,,453,4.3,3.3,1.2,43.3,25.0,52.9,43.3,10.9,6.2
olynyke01,Kelly Olynyk,13.0,842,9.8,5.0,2.4,48.6,36.9,79.4,56.2,15.7,47.1
omierno01,Norchad Omier,1.0,6,2.8,1.2,0.3,70.0,0.0,100.0,70.0,31.5,0.2
omorueu01,Eugene Omoruyi,,87,5.7,2.3,0.7,46.0,28.5,66.4,50.9,12.9,1.2
onealro01,Royce O'Neale,9.0,678,7.4,4.8,2.4,42.5,38.9,76.5,56.2,10.4,34.8
onealsh01,Shaquille O'Neal,,1207,23.7,10.9,2.5,58.2,4.5,52.7,58.2,26.4,181.7
onimi01,Miye Oni,3.0,80,1.8,1.4,0.5,35.0,33.0,75.0,48.6,6.6,1.0
oquinky01,Kyle O'Quinn,,472,5.4,4.6,1.4,51.7,21.8,74.0,52.4,17.9,17.8
ormsba01,Barry Orms,,141,6.3,3.6,1.3,37.0,19.2,53.9,37.2,6.4,-0.8
osmande01,Cedi Osman,,476,9.3,3.0,2.0,43.2,35.7,71.1,52.9,11.4,12.5
osterwa01,Wally Osterkorn,,204,7.0,6.0,1.7,33.4,,59.2,,12.1,8.9
oturuda01,Daniel Oturu,2.0,33,1.9,1.6,0.3,43.1,16.7,70.6,44.0,12.6,0.3
oubreke01,Kelly Oubre Jr.,11.0,705,13.3,4.7,1.2,44.0,32.7,75.2,50.9,13.3,27.6
owensta01,Tariq Owens,,3,1.3,1.0,0.0,20.0,0.0,100.0,20.0,8.4,0.0
pacejo01,Joe Pace,,79,3.2,2.1,0.3,46.7,,59.8,,14.3,1.1
pachuza01,Zaza Pachulia,,1098,6.8,5.8,1.3,46.9,0.0,75.1,46.9,14.6,52.7
paigeja01,Jaysean Paige,,1,0.0,1.0,1.0,0.0,0.0,,0.0,-22.2,-0.1
palazto01,Togo Palazzi,,324,7.4,3.4,0.7,38.6,,73.0,,15.3,6.5
palmetr01,Trayvon Palmer,,1,0.0,2.0,0.0,0.0,,,0.0,-5.7,0.0
pangoke01,Kevin Pangos,,24,1.6,0.5,1.3,32.6,23.1,75.0,39.1,6.5,0.1
pargoje01,Jeremy Pargo,,86,4.8,1.0,1.8,37.9,31.9,64.4,42.4,8.2,-0.8
parisro01,Robert Parish,,1611,14.5,9.1,1.4,53.7,0.0,72.1,53.7,19.2,147.0
parkeja01,Jabari Parker,,310,14.1,5.5,2.0,49.4,32.6,74.3,52.3,16.3,13.8
parketo01,Tony Parker,,1254,15.5,2.7,5.6,49.1,32.4,75.1,50.8,18.2,111.3
parkme01,Med Park,,313,6.1,3.1,1.7,37.9,,72.8,,11.3,7.5
parksri01,Rich Parks,,40,3.3,2.9,0.4,44.4,33.3,57.1,44.7,11.4,0.5
parsoch01,Chandler Parsons,,440,12.7,4.5,2.7,46.2,37.3,71.3,53.6,14.7,28.9
pascher01,Eric Paschall,3.0,158,9.8,3.2,1.4,49.4,32.6,75.8,53.5,14.1,5.0
pasecan01,AnÅ¾ejs PaseÄÅiks,,28,5.6,3.9,0.7,52.1,0.0,58.6,52.1,10.6,0.4
pattepa01,Patrick Patterson,,719,6.7,3.9,1.0,44.7,36.9,75.5,52.2,12.5,31.9
pattewo01,Worthy Patterson,,4,1.8,0.5,0.5,37.5,,50.0,,11.0,0.0
pattoju01,Justin Patton,,22,3.9,2.7,0.9,40.4,25.0,66.7,46.1,11.1,0.4
paulch01,Chris Paul,,1370,16.8,4.4,9.2,46.9,37.0,87.0,52.3,23.5,215.2
paultbi01,Billy Paultz,,1124,11.7,8.0,2.0,49.7,0.0,69.0,49.7,16.3,70.4
pavloal01,Sasha PavloviÄ,,567,4.9,1.8,0.9,40.4,34.6,67.3,46.2,8.3,7.0
paxsojo01,John Paxson,,772,7.2,1.2,3.6,49.9,35.5,80.4,52.8,12.0,36.3
payneca01,Cameron Payne,11.0,499,7.7,2.0,3.2,41.7,36.6,83.7,50.0,13.4,14.8
paytoel01,Elfrid Payton,9.0,524,9.8,4.0,5.8,44.4,28.6,62.3,46.4,14.3,15.1
paytoga01,Gary Payton,,1335,16.3,3.9,6.7,46.6,31.7,72.9,49.6,18.9,145.5
paytoga02,Gary Payton II,10.0,343,5.9,3.0,1.3,56.4,32.8,63.0,61.8,15.8,15.3
peavymi01,Micah Peavy,1.0,61,4.3,1.9,1.0,38.5,25.9,75.9,43.6,8.3,0.4
pedulse01,Sean Pedulla,1.0,7,1.9,0.4,0.7,33.3,30.0,,43.3,6.6,0.0
peeplge01,George Peeples,,309,8.1,7.3,1.0,44.1,0.0,63.9,44.1,12.9,11.0
pelleno01,Norvel Pelle,,40,2.1,2.4,0.3,52.9,0.0,55.0,52.9,10.9,0.5
penbemi01,Mike Penberthy,,56,4.9,1.2,1.3,41.5,39.6,88.6,53.8,11.5,1.7
pendano01,Noah Penda,1.0,59,3.8,3.2,1.2,40.4,32.3,68.8,47.8,11.3,1.1
pendeje02,Jeff Ayres,,237,2.9,2.7,0.4,55.3,40.0,77.6,55.5,12.4,6.3
perduwi01,Will Perdue,,792,4.7,4.9,0.8,51.5,6.7,57.7,51.6,13.6,26.6
pereima01,MÃ£ozinha Pereira,,7,6.9,5.3,0.3,51.4,38.5,70.0,58.6,15.7,0.3
perkike01,Kendrick Perkins,,782,5.4,5.8,1.0,53.0,0.0,59.4,53.0,10.7,27.9
perryre01,Reggie Perry,2.0,36,4.7,3.3,0.7,45.9,18.9,67.9,48.1,13.1,0.4
peterdr01,Drew Peterson,3.0,34,2.1,1.5,0.5,36.5,32.0,72.7,49.2,8.8,0.4
peterme01,Mel Peterson,,134,7.7,4.7,1.2,44.2,22.5,82.0,44.6,14.5,2.1
peterta01,Taelon Peter,1.0,38,4.5,1.6,1.1,38.0,32.8,62.5,50.9,8.6,0.0
petrufi01,Filip PetruÅ¡ev,,3,1.0,0.3,0.0,50.0,,50.0,50.0,5.1,0.0
petruri01,Richard PetruÅ¡ka,,22,2.4,1.4,0.0,43.5,46.7,75.0,51.1,12.3,0.0
pettibo01,Bob Pettit,,792,26.4,16.2,3.0,43.6,,76.1,,25.4,136.0
phillan01,Andy Phillip,,701,9.1,4.4,5.4,36.8,,69.5,,14.1,60.5
phillga01,Gary Phillips,,348,6.7,2.6,1.9,37.0,,62.9,,8.2,2.3
phillju01,Julian Phillips,3.0,167,3.6,1.5,0.4,43.5,32.0,77.1,52.0,9.4,2.5
pickeja01,Jamorko Pickett,,13,3.8,2.5,0.5,36.0,33.3,50.0,49.0,7.6,0.1
pickeja02,Jalen Pickett,3.0,126,4.0,1.6,1.9,42.5,38.7,77.4,53.5,10.5,2.2
piercpa01,Paul Pierce,,1343,19.7,5.6,3.5,44.5,36.8,80.6,50.0,19.7,150.0
pilchjo01,John Pilch,,9,0.6,1.0,0.2,10.0,,50.0,,-2.6,-0.1
pinsoth01,Theo Pinson,,127,2.7,1.4,1.1,32.0,26.1,90.2,40.1,7.7,0.1
pippesc01,Scottie Pippen,,1178,16.1,6.4,5.2,47.3,32.6,70.4,50.4,18.6,125.1
pippesc02,Scotty Pippen Jr.,4.0,116,10.2,3.0,4.3,47.7,39.3,72.1,54.8,15.8,5.8
pittmde01,Dexter Pittman,,50,2.3,1.8,0.2,45.0,,54.5,45.0,9.1,0.5
plowdda01,Daeqwon Plowden,2.0,38,10.2,2.8,1.1,44.7,35.0,86.3,56.4,11.1,0.9
plumlma01,Mason Plumlee,13.0,880,7.9,6.6,2.3,59.6,3.9,57.7,59.6,17.5,58.4
plumlmi01,Miles Plumlee,,346,4.9,4.5,0.5,54.2,,54.3,54.2,13.7,10.6
podzibr01,Brandin Podziemski,3.0,220,11.6,5.3,3.6,45.2,37.5,75.7,53.7,14.2,13.4
poeltja01,Jakob Poeltl,10.0,641,9.1,7.0,1.8,63.6,42.9,55.9,63.6,18.9,48.5
poirivi01,Vincent Poirier,,32,1.5,1.8,0.3,41.7,33.3,61.5,42.7,10.2,0.2
pokusal01,Aleksej Pokusevski,,168,7.5,4.6,1.9,39.1,30.4,70.2,46.0,10.5,-0.2
pollaji01,Jim Pollard,,438,13.2,7.8,3.2,36.0,,75.0,,15.6,34.9
pollasc01,Scot Pollard,,506,4.4,4.6,0.4,49.4,0.0,70.9,49.4,13.8,26.6
pondequ01,Quincy Pondexter,,355,4.5,1.8,0.7,42.3,35.6,74.6,50.1,9.8,9.7
pondssh01,Shamorie Ponds,,4,2.3,0.3,0.5,60.0,50.0,100.0,70.0,33.1,0.1
ponsyv01,Yves Pons,,12,1.1,1.0,0.1,31.3,33.3,0.0,40.6,5.9,0.0
poolejo01,Jordan Poole,7.0,451,16.6,2.6,3.7,41.8,34.4,87.7,51.1,13.8,11.4
portecr01,Craig Porter Jr.,3.0,166,4.6,2.4,2.4,48.6,37.7,68.8,53.8,14.1,5.3
portejo01,Jontay Porter,,37,3.7,2.6,1.6,40.3,33.8,78.3,50.0,14.1,0.7
porteke02,Kevin Porter Jr.,6.0,309,14.4,4.3,4.9,43.9,34.8,75.7,50.7,14.8,9.0
portemi01,Michael Porter Jr.,7.0,397,17.3,6.5,1.6,49.3,39.8,81.2,59.1,17.5,29.4
porteot01,Otto Porter Jr.,,527,10.3,4.9,1.5,47.7,39.7,79.7,55.5,15.5,36.7
portewi01,Willie Porter,,69,10.5,7.3,0.9,42.3,,66.5,42.3,14.7,2.4
portibo01,Bobby Portis,11.0,721,12.1,7.1,1.3,47.9,39.3,76.1,53.8,17.2,36.6
porzikr01,Kristaps PorziÅÄ£is,10.0,533,19.5,7.6,1.9,46.1,36.4,83.0,52.4,20.8,50.4
poseyja01,James Posey,,864,8.6,4.7,1.6,41.0,34.9,82.0,49.5,12.4,51.6
postljo01,John Postley,,1,2.0,6.0,1.0,33.3,,,33.3,20.9,0.0
postqu01,Quinten Post,2.0,109,7.8,3.8,1.4,44.3,36.4,78.6,56.0,13.5,3.5
pottemi01,Micah Potter,5.0,111,6.4,4.2,1.0,49.0,38.9,84.0,60.6,13.2,3.5
poulajo01,John Poulakidas,1.0,13,8.8,2.3,0.8,42.9,40.3,85.7,59.9,12.0,0.5
poweldr01,Drake Powell,1.0,63,6.5,1.8,1.4,40.2,28.0,89.6,47.3,7.3,-0.1
poweldw01,Dwight Powell,12.0,768,6.5,4.2,1.0,60.6,29.4,73.4,62.6,16.9,50.5
powele01,Leon Powe,,239,6.2,3.8,0.3,51.5,0.0,68.2,51.5,16.8,12.0
poweljo01,Josh Powell,,316,3.9,2.9,0.5,43.8,35.0,74.3,44.1,9.2,2.5
powelmy01,Myles Powell,,11,1.2,0.5,0.3,29.4,16.7,100.0,32.4,0.2,-0.1
powelno01,Norman Powell,11.0,675,14.0,2.7,1.6,47.1,39.6,82.4,55.8,15.4,36.4
poythal01,Alex Poythress,,52,3.8,2.3,0.5,47.2,35.8,66.7,53.1,11.7,1.0
prestja01,Jason Preston,2.0,21,2.5,1.9,2.0,40.0,23.8,0.0,44.2,10.4,0.1
pricemi01,Mike Price,,123,3.2,1.3,0.7,40.2,,77.2,40.2,9.1,0.4
primojo01,Joshua Primo,,56,5.7,2.3,1.8,37.1,30.0,75.0,44.6,6.9,-0.2
princta01,Tayshaun Prince,,1017,11.1,4.3,2.4,45.5,36.7,75.6,48.3,13.7,63.1
princta02,Taurean Prince,10.0,608,9.8,3.6,1.7,42.9,38.7,81.2,53.4,10.7,15.5
pritcpa01,Payton Pritchard,6.0,426,10.6,3.0,3.0,45.7,39.4,86.9,57.7,15.5,29.4
proctty01,Tyrese Proctor,1.0,50,5.4,1.3,1.5,41.3,35.1,88.9,51.6,12.2,0.7
prospol01,Olivier-Maxence Prosper,3.0,145,5.9,2.7,0.8,48.1,34.8,70.6,54.9,14.6,3.8
pruitga01,Gabe Pruitt,,62,2.0,0.8,0.8,32.1,28.3,78.3,38.2,7.7,0.4
pullizy01,Zyon Pullin,2.0,8,2.9,0.4,1.1,64.3,33.3,100.0,67.9,16.9,0.2
qizh01,Zhou Qi,,19,1.3,1.2,0.1,21.2,10.5,66.7,24.2,2.5,-0.2
queende01,Derik Queen,1.0,81,11.7,7.1,3.7,47.3,26.1,79.5,48.9,15.9,2.7
queentr01,Trevelin Queen,,62,4.1,1.7,1.1,37.2,27.1,85.7,44.5,11.1,0.8
quetane01,Neemias Queta,5.0,186,7.0,5.6,1.1,64.2,9.1,70.7,64.3,19.2,14.2
quickim01,Immanuel Quickley,6.0,394,14.4,3.5,4.1,42.6,37.5,85.2,52.1,16.2,27.9
quinole01,Lester QuiÃ±ones,3.0,54,4.8,1.7,1.1,39.7,34.6,72.9,50.2,10.0,0.4
rabbiv01,Ivan Rabb,,85,5.7,4.3,1.0,55.5,20.0,74.3,55.9,16.3,3.2
rackllu01,Luther Rackley,,278,6.3,4.6,0.6,46.1,0.0,63.1,46.1,12.6,6.0
radmavl01,Vladimir RadmanoviÄ,,737,8.0,3.8,1.4,41.5,37.8,75.8,50.9,12.7,26.5
rambiku01,Kurt Rambis,,880,5.2,5.6,1.1,53.4,0.0,68.9,53.4,13.1,38.3
ramsefr01,Frank Ramsey,,623,13.4,5.5,1.8,39.9,,80.4,,15.6,49.2
ramseja01,Jahmi'us Ramsey,3.0,39,3.8,1.2,0.5,41.6,27.1,68.0,47.4,9.5,-0.1
randama01,Mark Randall,,127,2.6,1.3,0.4,44.3,15.4,72.2,45.3,11.6,1.0
randlch01,Chasson Randle,,119,5.7,1.4,1.8,40.1,36.1,79.9,49.6,9.3,1.3
randlju01,Julius Randle,12.0,789,19.2,8.9,3.9,47.2,33.2,75.9,51.4,18.1,56.9
raycl01,Clifford Ray,,784,7.4,8.9,2.2,52.4,0.0,58.8,52.4,14.4,56.7
raymocr01,Craig Raymond,,241,6.9,6.3,1.4,45.2,0.0,63.1,45.2,10.9,7.5
raynama01,Maxime Raynaud,1.0,74,12.5,7.5,1.4,57.1,32.4,78.6,58.9,16.0,3.6
reathdu01,Duop Reath,3.0,146,6.2,2.6,0.7,45.1,35.7,77.7,54.9,14.2,4.0
reaveau01,Austin Reaves,5.0,331,15.8,3.9,4.5,48.3,36.8,86.5,56.9,16.3,27.5
reavejo02,Josh Reaves,,4,2.0,0.8,0.8,33.3,0.0,100.0,33.3,5.8,0.0
rebraze01,Å½eljko RebraÄa,,215,5.9,3.2,0.4,52.7,,79.2,52.7,14.1,8.3
reddica01,Cam Reddish,6.0,254,8.5,2.7,1.2,39.8,32.2,82.1,47.2,9.6,3.3
redicjj01,JJ Redick,,940,12.8,2.0,2.0,44.7,41.5,89.2,55.5,14.9,63.7
reedda01,Davon Reed,,122,3.1,1.7,0.8,40.8,38.5,66.7,50.9,9.1,1.5
reedpa01,Paul Reed,6.0,325,5.5,4.1,0.9,56.5,31.0,69.0,58.2,19.8,15.9
reedwi01,Willis Reed,,650,18.7,12.9,1.8,47.6,,74.7,,18.6,74.9
reeseal01,Alex Reese,1.0,15,5.1,3.1,0.3,48.1,36.6,75.0,62.0,14.0,0.5
reeseju01,Julian Reese,1.0,13,11.8,10.5,1.8,52.9,,63.6,52.9,14.4,0.3
reevean01,Antonio Reeves,2.0,54,6.1,1.3,0.8,45.9,40.8,80.0,56.7,11.8,0.6
reidna01,Naz Reid,7.0,483,11.9,5.1,1.5,48.1,37.1,72.8,56.2,16.5,24.7
reisech01,Chick Reiser,,171,10.4,,2.0,32.1,,77.2,,,13.2
reynoca01,Cameron Reynolds,,24,4.6,1.5,0.6,40.6,38.1,88.9,53.1,9.9,0.4
rhodeja01,Jared Rhoden,3.0,45,5.5,2.5,0.8,46.7,32.2,84.6,54.1,11.2,1.0
ricegl01,Glen Rice,,1000,18.3,4.4,2.1,45.6,40.0,84.6,50.8,16.2,88.7
richacl01,Clint Richardson,,586,7.0,2.4,2.5,46.3,24.4,77.0,46.5,11.1,16.6
richaja02,Jase Richardson,1.0,54,4.4,1.2,1.1,47.3,35.4,71.7,54.8,11.5,1.0
richajo01,Josh Richardson,,554,11.5,3.0,2.6,42.8,36.3,84.6,50.9,12.4,27.7
richama01,Malachi Richardson,,70,2.8,1.0,0.3,35.8,30.1,78.3,43.3,6.2,-0.1
richani01,Nick Richards,6.0,305,7.1,5.8,0.6,62.1,26.1,72.4,62.3,16.2,13.9
richawi02,Will Richard,1.0,69,6.4,2.5,1.3,46.8,33.5,85.2,57.1,11.0,2.5
richmka01,Kadary Richmond,1.0,3,8.3,3.3,2.7,62.5,50.0,100.0,68.8,20.0,0.2
richmmi01,Mitch Richmond,,976,21.0,3.9,3.5,45.5,38.8,85.0,49.7,17.6,79.3
richtjo01,John Richter,,66,4.3,4.7,0.4,34.0,,50.4,,8.1,0.4
rideris01,Isaiah Rider,,563,16.7,3.8,2.7,44.3,35.2,81.2,48.4,14.7,22.8
rikerto01,Tom Riker,,82,2.7,1.7,0.3,38.0,,59.3,,10.9,0.4
rileyer01,Eric Riley,,186,3.1,2.6,0.3,45.6,0.0,70.4,45.6,12.5,2.5
rileypa01,Pat Riley,,528,7.4,1.6,1.7,41.4,,70.5,,11.3,4.5
rileywi01,Will Riley,1.0,74,10.3,2.9,2.0,43.9,31.6,80.0,50.2,12.1,0.4
rillegr01,Grant Riller,1.0,7,2.6,0.1,0.4,66.7,50.0,,75.0,23.6,0.1
rinalri01,Rich Rinaldi,,84,4.8,1.2,0.9,38.9,0.0,73.5,38.9,11.5,0.3
riordmi01,Mike Riordan,,639,9.9,2.9,2.4,47.0,,74.4,,12.3,33.2
risacza01,Zaccharie Risacher,2.0,142,11.1,3.7,1.2,45.7,36.0,68.6,54.0,12.0,4.1
risenar01,Arnie Risen,,637,12.0,9.7,1.7,38.1,,69.9,,16.7,56.0
riverau01,Austin Rivers,,707,8.5,2.0,2.1,41.9,34.9,65.3,49.3,9.7,15.2
robbili01,Liam Robbins,1.0,13,0.7,0.9,0.2,25.0,0.0,50.0,25.0,2.6,-0.1
robbire01,Red Robbins,,586,13.1,10.5,1.7,46.6,30.5,81.8,47.1,17.9,50.4
roberan03,Andre Roberson,,307,4.5,4.0,0.9,47.3,25.3,46.8,51.9,9.7,12.6
roberma01,Marv Roberts,,402,8.3,3.9,1.3,43.3,33.3,77.3,43.4,12.5,11.4
roberos01,Oscar Robertson,,1040,25.7,7.5,9.5,48.5,,83.8,,23.2,189.2
robeyri01,Rick Robey,,493,7.6,4.7,1.2,50.1,12.5,65.0,50.1,12.8,15.8
robinda01,David Robinson,,987,21.1,10.6,2.5,51.8,25.0,73.6,51.9,26.2,178.7
robinde01,Devin Robinson,,8,6.1,3.1,0.8,57.1,0.0,64.3,57.1,19.4,0.4
robindu01,Duncan Robinson,8.0,500,11.5,2.6,1.9,43.7,39.9,84.8,59.7,11.6,26.0
robinfl01,Flynn Robinson,,543,14.0,2.5,3.0,45.6,26.7,84.6,45.7,17.5,32.6
robingl01,Glenn Robinson,,688,20.7,6.1,2.7,45.9,34.0,82.0,48.5,17.5,39.8
