Rk,Season,TeamName,TeamId,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
7,1973-74,Houston Rockets,HOU,82,19855,3564,7426,.480,,,,3564,7426,.480,1682,2071,.812,1063,2588,3651,2212,727,407,1681,2104,8810
8,1973-74,Milwaukee Bucks,MIL,82,19755,3726,7571,.492,,,,3726,7571,.492,1328,1741,.763,1133,2881,4014,2225,726,519,1694,1864,8780
9,1973-74,Seattle SuperSonics,SEA,82,19755,3584,8056,.445,,,,3584,8056,.445,1606,2095,.767,1323,2706,4029,2106,689,294,1622,2074,8774
10,1973-74,Portland Trail Blazers,POR,82,19730,3585,7684,.467,,,,3585,7684,.467,1591,2112,.753,1254,2598,3852,2106,797,341,1823,2050,8761
11,1973-74,Detroit Pistons,DET,82,19755,3453,7515,.459,,,,3453,7515,.459,1654,2164,.764,1200,2681,3881,1956,793,419,1763,1930,8560
12,1973-74,Chicago Bulls,CHI,82,19780,3292,7378,.446,,,,3292,7378,.446,1784,2314,.771,1143,2616,3759,1868,764,316,1690,1874,8368
13,1973-74,Kansas City-Omaha Kings,KCO,82,19705,3369,7342,.459,,,,3369,7342,.459,1628,2104,.774,1112,2554,3666,1744,796,384,1791,1916,8366
14,1973-74,Capital Bullets,CAP,82,19730,3480,7886,.441,,,,3480,7886,.441,1393,1869,.745,1286,2887,4173,1770,703,441,1568,1746,8353
15,1973-74,New York Knicks,NYK,82,19780,3478,7483,.465,,,,3478,7483,.465,1350,1738,.777,959,2725,3684,1937,554,277,1463,1884,8306
16,1973-74,Philadelphia 76ers,PHI,82,19730,3331,7702,.432,,,,3331,7702,.432,1633,2118,.771,1182,2626,3808,1799,756,220,1665,1964,8295
17,1973-74,Cleveland Cavaliers,CLE,82,19755,3420,7782,.439,,,,3420,7782,.439,1381,1788,.772,1275,2492,3767,2048,598,293,1545,1925,8221
,1973-74,League Average,,82,19759,3533,7697,.459,,,,3533,7697,.459,1606,2082,.771,1208,2747,3955,2020,713,386,1706,1953,8671
1,1972-73,Houston Rockets,HOU,82,19680,3772,8249,.457,,,,3772,8249,.457,1706,2152,.793,,,4060,1939,,,1514,1949,9250
2,1972-73,Boston Celtics,BOS,82,19730,3811,8511,.448,,,,3811,8511,.448,1616,2073,.780,,,4802,2320,,,1682,1805,9238
3,1972-73,Atlanta Hawks,ATL,82,19830,3700,8033,.461,,,,3700,8033,.461,1819,2482,.733,,,4174,2074,,,1737,1916,9219
4,1972-73,Los Angeles Lakers,LAL,82,19755,3740,7819,.478,,,,3740,7819,.478,1679,2264,.742,,,4562,2302,,,1832,1636,9159
5,1972-73,Phoenix Suns,PHO,82,19755,3612,7942,.455,,,,3612,7942,.455,1931,2437,.792,,,4003,1944,,,1607,2012,9155
6,1972-73,Detroit Pistons,DET,82,19780,3666,7916,.463,,,,3666,7916,.463,1710,2294,.745,,,4105,1882,,,1736,1812,9042
7,1972-73,Golden State Warriors,GSW,82,19730,3715,8163,.455,,,,3715,8163,.455,1493,1871,.798,,,4405,1985,,,1519,1693,8923
8,1972-73,Kansas City-Omaha Kings,KCO,82,19780,3621,7581,.478,,,,3621,7581,.478,1580,2036,.776,,,3628,2118,,,1718,2054,8822
9,1972-73,Milwaukee Bucks,MIL,82,19755,3759,7808,.481,,,,3759,7808,.481,1271,1687,.753,,,4245,2226,,,1623,1763,8789
10,1972-73,Portland Trail Blazers,POR,82,19730,3588,7842,.458,,,,3588,7842,.458,1531,2129,.719,,,3928,2102,778,351,1663,1970,8707
11,1972-73,New York Knicks,NYK,82,19730,3627,7764,.467,,,,3627,7764,.467,1356,1739,.780,,,3882,2187,,,1357,1775,8610
12,1972-73,Baltimore Bullets,BAL,82,19730,3656,7883,.464,,,,3656,7883,.464,1294,1742,.743,,,4205,2051,,,1563,1672,8606
13,1972-73,Philadelphia 76ers,PHI,82,19730,3471,8264,.420,,,,3471,8264,.420,1598,2130,.750,,,4174,1688,,,1715,1984,8540
14,1972-73,Chicago Bulls,CHI,82,19805,3480,7835,.444,,,,3480,7835,.444,1574,2073,.759,,,4000,2023,,,1357,1881,8534
15,1972-73,Seattle SuperSonics,SEA,82,19780,3447,7681,.449,,,,3447,7681,.449,1606,2080,.772,,,4161,1958,922,413,1738,1877,8500
16,1972-73,Buffalo Braves,BUF,82,19730,3536,7877,.449,,,,3536,7877,.449,1399,1966,.712,,,4158,2218,,,2001,2034,8471
17,1972-73,Cleveland Cavaliers,CLE,82,19830,3431,7884,.435,,,,3431,7884,.435,1556,2084,.747,,,4063,2106,,,1752,1941,8418
,1972-73,League Average,,82,19756,3625,7944,.456,,,,3625,7944,.456,1572,2073,.758,,,4150,2066,850,382,1654,1869,8823
1,1971-72,Los Angeles Lakers,LAL,82,19755,3920,7998,.490,,,,3920,7998,.490,2080,2833,.734,,,4628,2232,,,1602,1636,9920
2,1971-72,Phoenix Suns,PHO,82,19880,3599,7877,.457,,,,3599,7877,.457,2336,2999,.779,,,4301,1976,,,1605,2026,9534
3,1971-72,Boston Celtics,BOS,82,19730,3819,8431,.453,,,,3819,8431,.453,1839,2367,.777,,,4462,2230,,,1595,2030,9477
4,1971-72,Milwaukee Bucks,MIL,82,19780,3813,7653,.498,,,,3813,7653,.498,1774,2399,.739,,,4269,2160,,,1632,1862,9400
5,1971-72,Philadelphia 76ers,PHI,82,19780,3577,8057,.444,,,,3577,8057,.444,2049,2825,.725,,,4318,1920,,,1766,2203,9203
6,1971-72,Chicago Bulls,CHI,82,19780,3539,7853,.451,,,,3539,7853,.451,2039,2700,.755,,,4371,2087,,,1301,1964,9117
7,1971-72,Houston Rockets,HOU,82,19730,3590,8277,.434,,,,3590,8277,.434,1813,2424,.748,,,4433,1777,,,1428,1992,8993
8,1971-72,Atlanta Hawks,ATL,82,19730,3482,7570,.460,,,,3482,7570,.460,2018,2725,.741,,,4080,1897,,,1824,1967,8982
9,1971-72,Seattle SuperSonics,SEA,82,19755,3461,7457,.464,,,,3461,7457,.464,2035,2659,.765,,,4123,1976,723,438,1683,1738,8957
10,1971-72,Detroit Pistons,DET,82,19805,3482,7665,.454,,,,3482,7665,.454,1981,2653,.747,,,3970,1687,,,1846,1954,8945
11,1971-72,Golden State Warriors,GSW,82,19705,3477,7923,.439,,,,3477,7923,.439,1917,2500,.767,,,4450,1854,,,1418,1840,8871
12,1971-72,Cincinnati Royals,CIN,82,19780,3444,7496,.459,,,,3444,7496,.459,1948,2578,.756,,,3754,2020,,,1663,2079,8836
13,1971-72,New York Knicks,NYK,82,19805,3521,7673,.459,,,,3521,7673,.459,1743,2303,.757,,,3909,1985,,,1375,1899,8785
14,1971-72,Baltimore Bullets,BAL,82,19780,3490,7748,.450,,,,3490,7748,.450,1804,2378,.759,,,4159,1816,,,1574,1858,8784
15,1971-72,Portland Trail Blazers,POR,82,19805,3462,7840,.442,,,,3462,7840,.442,1835,2494,.736,,,3996,2090,964,330,1729,1873,8759
16,1971-72,Cleveland Cavaliers,CLE,82,19755,3458,8074,.428,,,,3458,8074,.428,1758,2390,.736,,,4098,2060,,,1495,1936,8674
17,1971-72,Buffalo Braves,BUF,82,19805,3409,7560,.451,,,,3409,7560,.451,1549,2219,.698,,,3978,1759,,,1780,2110,8367
,1971-72,League Average,,82,19774,3561,7832,.455,,,,3561,7832,.455,1913,2556,.748,,,4194,1972,844,384,1607,1939,9036
1,1970-71,Milwaukee Bucks,MIL,82,19780,3972,7803,.509,,,,3972,7803,.509,1766,2379,.742,,,4344,2249,,,1686,1847,9710
2,1970-71,Boston Celtics,BOS,82,19780,3804,8616,.442,,,,3804,8616,.442,2000,2648,.755,,,4833,2052,,,1649,2138,9608
3,1970-71,Cincinnati Royals,CIN,82,19830,3805,8374,.454,,,,3805,8374,.454,1901,2622,.725,,,4151,2022,,,1578,2126,9511
4,1970-71,Portland Trail Blazers,POR,82,19755,3721,8562,.435,,,,3721,8562,.435,2025,2671,.758,,,4210,2227,984,454,1413,2024,9467
5,1970-71,Seattle SuperSonics,SEA,82,19730,3664,8034,.456,,,,3664,8034,.456,2101,2790,.753,,,4456,2049,,,1674,1917,9429
6,1970-71,Philadelphia 76ers,PHI,82,19755,3608,8026,.450,,,,3608,8026,.450,2199,2967,.741,,,4437,1976,,,1645,2168,9415
7,1970-71,Los Angeles Lakers,LAL,82,19755,3739,7857,.476,,,,3739,7857,.476,1933,2717,.711,,,4269,2205,,,1600,1709,9411
8,1970-71,Atlanta Hawks,ATL,82,19755,3614,7779,.465,,,,3614,7779,.465,2120,2975,.713,,,4472,1906,,,1800,1958,9348
9,1970-71,Phoenix Suns,PHO,82,19780,3503,8021,.437,,,,3503,8021,.437,2327,3078,.756,,,4442,1927,,,1607,2132,9333
10,1970-71,San Diego Rockets,SDR,82,19730,3547,8426,.421,,,,3547,8426,.421,2188,2921,.749,,,4686,1921,,,1711,2128,9282
11,1970-71,Baltimore Bullets,BAL,82,19805,3684,8331,.442,,,,3684,8331,.442,1886,2500,.754,,,4550,1772,,,1567,1966,9254
12,1970-71,Chicago Bulls,CHI,82,19755,3460,7660,.452,,,,3460,7660,.452,2150,2721,.790,,,4325,2142,,,1354,1797,9070
13,1970-71,Detroit Pistons,DET,82,19855,3468,7730,.449,,,,3468,7730,.449,2093,2808,.745,,,3923,1696,,,1639,1969,9029
14,1970-71,New York Knicks,NYK,82,19755,3633,8076,.450,,,,3633,8076,.450,1760,2377,.740,,,4075,1779,,,1215,1916,9026
15,1970-71,San Francisco Warriors,SFW,82,19705,3454,7709,.448,,,,3454,7709,.448,1875,2468,.760,,,4643,1893,,,1688,1833,8783
16,1970-71,Buffalo Braves,BUF,82,19805,3424,7860,.436,,,,3424,7860,.436,1805,2504,.721,,,4261,1962,,,1764,2232,8653
17,1970-71,Cleveland Cavaliers,CLE,82,19680,3299,7778,.424,,,,3299,7778,.424,1775,2380,.746,,,3982,2065,,,1593,2114,8373
,1970-71,League Average,,82,19765,3612,8038,.449,,,,3612,8038,.449,1994,2678,.745,,,4356,1991,984,454,1599,1998,9218
1,1969-70,Philadelphia 76ers,PHI,82,19755,3915,8345,.469,,,,3915,8345,.469,2168,2884,.752,,,4463,2127,,,1726,2196,9998
2,1969-70,Baltimore Bullets,BAL,82,19905,3925,8567,.458,,,,3925,8567,.458,2050,2652,.773,,,4679,1881,,,,1896,9900
3,1969-70,Phoenix Suns,PHO,82,19805,3676,7856,.468,,,,3676,7856,.468,2434,3270,.744,,,4183,2076,,,,2183,9786
4,1969-70,Milwaukee Bucks,MIL,82,19780,3923,8041,.488,,,,3923,8041,.488,1895,2589,.732,,,4419,2168,,,,1971,9741
5,1969-70,San Diego Rockets,SDR,82,19780,3866,8867,.436,,,,3866,8867,.436,2000,2728,.733,,,4786,2036,,,,2096,9732
6,1969-70,Atlanta Hawks,ATL,82,19780,3817,7907,.483,,,,3817,7907,.483,2012,2669,.754,,,4210,2142,,,,2016,9646
7,1969-70,Cincinnati Royals,CIN,82,19880,3767,8271,.455,,,,3767,8271,.455,2082,2841,.733,,,4163,1992,,,,2215,9616
8,1969-70,Seattle SuperSonics,SEA,82,19780,3709,8029,.462,,,,3709,8029,.462,2171,2851,.761,,,4312,2214,,,,2175,9589
9,1969-70,New York Knicks,NYK,82,19730,3803,7975,.477,,,,3803,7975,.477,1821,2484,.733,,,4006,2135,,,,2016,9427
10,1969-70,Chicago Bulls,CHI,82,19880,3607,8133,.444,,,,3607,8133,.444,2209,2861,.772,,,4383,2133,,,,1863,9423
11,1969-70,Boston Celtics,BOS,82,19780,3645,8235,.443,,,,3645,8235,.443,2132,2711,.786,,,4336,1875,,,,2320,9422
12,1969-70,Los Angeles Lakers,LAL,82,19830,3668,7952,.461,,,,3668,7952,.461,1991,2641,.754,,,4154,2030,,,,1896,9327
13,1969-70,Detroit Pistons,DET,82,19855,3565,7657,.466,,,,3565,7657,.466,2116,2881,.734,,,3831,1709,,,,1930,9246
14,1969-70,San Francisco Warriors,SFW,82,19830,3555,8224,.432,,,,3555,8224,.432,2004,2646,.757,,,4772,1861,,,,2050,9114
,1969-70,League Average,,82,19812,3746,8147,.460,,,,3746,8147,.460,2078,2765,.751,,,4336,2027,,,1726,2059,9569
1,1968-69,Philadelphia 76ers,PHI,82,19805,3754,8274,.454,,,,3754,8274,.454,2238,3087,.725,,,4513,1914,,,1515,2145,9746
2,1968-69,Baltimore Bullets,BAL,82,19755,3770,8567,.440,,,,3770,8567,.440,2002,2734,.732,,,4963,1682,,,,2038,9542
3,1968-69,San Diego Rockets,SDR,82,19780,3691,8631,.428,,,,3691,8631,.428,2074,3039,.682,,,5026,1925,,,,2110,9456
4,1968-69,Cincinnati Royals,CIN,82,19805,3565,7742,.460,,,,3565,7742,.460,2262,3012,.751,,,4525,1983,,,,2031,9392
5,1968-69,Detroit Pistons,DET,82,19755,3609,7997,.451,,,,3609,7997,.451,2141,3025,.708,,,4471,1757,,,,2105,9359
6,1968-69,Los Angeles Lakers,LAL,82,19905,3574,7620,.469,,,,3574,7620,.469,2056,3161,.650,,,4749,2068,,,,1773,9204
7,1968-69,Seattle SuperSonics,SEA,82,19830,3543,8149,.435,,,,3543,8149,.435,2105,2979,.707,,,4498,1927,,,,2281,9191
8,1968-69,Phoenix Suns,PHO,82,19805,3541,8242,.430,,,,3541,8242,.430,2080,2950,.705,,,4508,1921,,,,2086,9162
9,1968-69,Atlanta Hawks,ATL,82,19730,3605,7844,.460,,,,3605,7844,.460,1913,2785,.687,,,4599,2069,,,,2082,9123
10,1968-69,Boston Celtics,BOS,82,19830,3583,8316,.431,,,,3583,8316,.431,1936,2657,.729,,,4840,1953,,,,2073,9102
11,1968-69,New York Knicks,NYK,82,19730,3588,7813,.459,,,,3588,7813,.459,1911,2596,.736,,,4246,2071,,,,2175,9087
12,1968-69,Milwaukee Bucks,MIL,82,19680,3537,8258,.428,,,,3537,8258,.428,1966,2638,.745,,,4727,1882,,,,2187,9040
13,1968-69,San Francisco Warriors,SFW,82,19905,3414,8218,.415,,,,3414,8218,.415,2119,2949,.719,,,5109,1822,,,,2087,8947
14,1968-69,Chicago Bulls,CHI,82,19755,3355,8021,.418,,,,3355,8021,.418,1877,2577,.728,,,4550,1597,,,,2064,8587
,1968-69,League Average,,82,19791,3581,8121,.441,,,,3581,8121,.441,2049,2871,.714,,,4666,1898,,,1515,2088,9210
1,1967-68,Philadelphia 76ers,PHI,82,19780,3965,8414,.471,,,,3965,8414,.471,2121,3338,.635,,,5914,2197,,,,1851,10051
2,1967-68,Los Angeles Lakers,LAL,82,19855,3827,8031,.477,,,,3827,8031,.477,2283,3143,.726,,,5225,1983,,,,2152,9937
3,1967-68,Seattle SuperSonics,SEA,82,19755,3772,8593,.439,,,,3772,8593,.439,2188,3042,.719,,,5338,1998,,,,2372,9732
4,1967-68,Detroit Pistons,DET,82,19780,3755,8386,.448,,,,3755,8386,.448,2215,3129,.708,,,5452,1700,,,,2240,9725
5,1967-68,Baltimore Bullets,BAL,82,19755,3691,8428,.438,,,,3691,8428,.438,2245,2994,.750,,,5431,1534,,,,2127,9627
6,1967-68,San Francisco Warriors,SFW,82,19805,3632,8587,.423,,,,3632,8587,.423,2334,3153,.740,,,6029,1901,,,,2265,9598
7,1967-68,Cincinnati Royals,CIN,82,19805,3679,7864,.468,,,,3679,7864,.468,2204,2892,.762,,,5129,2048,,,,2016,9562
8,1967-68,Boston Celtics,BOS,82,19705,3686,8371,.440,,,,3686,8371,.440,2151,2983,.721,,,5666,1798,,,,2147,9523
9,1967-68,New York Knicks,NYK,82,19880,3682,8070,.456,,,,3682,8070,.456,2159,3042,.710,,,5122,1967,,,,2364,9523
10,1967-68,St. Louis Hawks,STL,82,19880,3504,7765,.451,,,,3504,7765,.451,2258,3111,.726,,,5325,1988,,,,2046,9266
11,1967-68,San Diego Rockets,SDR,82,19755,3566,8547,.417,,,,3566,8547,.417,2083,2929,.711,,,5418,1837,,,,2188,9215
12,1967-68,Chicago Bulls,CHI,82,19805,3488,8138,.429,,,,3488,8138,.429,2006,2718,.738,,,5117,1527,,,,2130,8982
,1967-68,League Average,,82,19797,3687,8266,.446,,,,3687,8266,.446,2187,3040,.720,,,5431,1873,,,,2158,9562
1,1966-67,Philadelphia 76ers,PHI,81,19515,3912,8103,.483,,,,3912,8103,.483,2319,3411,.680,,,5701,2138,,,,1906,10143
2,1966-67,San Francisco Warriors,SFW,81,19590,3814,8818,.433,,,,3814,8818,.433,2283,3021,.756,,,5974,1876,,,,2120,9911
3,1966-67,Los Angeles Lakers,LAL,81,19565,3786,8466,.447,,,,3786,8466,.447,2192,2917,.751,,,5415,1906,,,,2168,9764
4,1966-67,Boston Celtics,BOS,81,19615,3724,8325,.447,,,,3724,8325,.447,2216,2963,.748,,,5703,1962,,,,2138,9664
5,1966-67,Cincinnati Royals,CIN,81,19515,3654,8137,.449,,,,3654,8137,.449,2179,2806,.777,,,5198,1858,,,,2073,9487
6,1966-67,New York Knicks,NYK,81,19490,3637,8025,.453,,,,3637,8025,.453,2151,2980,.722,,,5178,1782,,,,2110,9425
7,1966-67,Baltimore Bullets,BAL,81,19540,3664,8578,.427,,,,3664,8578,.427,2025,2771,.731,,,5342,1652,,,,2153,9353
8,1966-67,St. Louis Hawks,STL,81,19540,3547,8004,.443,,,,3547,8004,.443,2110,2979,.708,,,5219,1708,,,,2173,9204
9,1966-67,Chicago Bulls,CHI,81,19490,3565,8505,.419,,,,3565,8505,.419,2037,2784,.732,,,5295,1827,,,,2205,9167
10,1966-67,Detroit Pistons,DET,81,19590,3523,8542,.412,,,,3523,8542,.412,1969,2725,.723,,,5511,1465,,,,2198,9015
,1966-67,League Average,,81,19545,3683,8350,.441,,,,3683,8350,.441,2148,2936,.732,,,5454,1817,,,,2124,9513
1,1965-66,Los Angeles Lakers,LAL,80,19250,3597,8109,.444,,,,3597,8109,.444,2363,3057,.773,,,5334,1936,,,,2035,9557
2,1965-66,Baltimore Bullets,BAL,80,19250,3599,8210,.438,,,,3599,8210,.438,2267,3186,.712,,,5542,1890,,,,2199,9465
3,1965-66,Cincinnati Royals,CIN,80,19275,3610,8123,.444,,,,3610,8123,.444,2204,2906,.758,,,5559,1818,,,,2033,9424
4,1965-66,Philadelphia 76ers,PHI,80,19250,3650,8189,.446,,,,3650,8189,.446,2087,3141,.664,,,5652,1905,,,,2094,9387
5,1965-66,New York Knicks,NYK,80,19275,3559,7910,.450,,,,3559,7910,.450,2217,3078,.720,,,5119,1896,,,,2227,9335
6,1965-66,San Francisco Warriors,SFW,80,19225,3557,8512,.418,,,,3557,8512,.418,2129,2879,.739,,,5727,1872,,,,2069,9243
7,1965-66,Boston Celtics,BOS,80,19225,3488,8367,.417,,,,3488,8367,.417,2038,2758,.739,,,5591,1795,,,,2012,9014
8,1965-66,St. Louis Hawks,STL,80,19200,3379,7836,.431,,,,3379,7836,.431,2155,2870,.751,,,5167,1782,,,,2179,8913
9,1965-66,Detroit Pistons,DET,80,19200,3475,8502,.409,,,,3475,8502,.409,1877,2734,.687,,,5427,1569,,,,2016,8827
,1965-66,League Average,,80,19239,3546,8195,.433,,,,3546,8195,.433,2149,2957,.727,,,5458,1829,,,,2096,9241
1,1964-65,Cincinnati Royals,CIN,80,19325,3482,7797,.447,,,,3482,7797,.447,2170,2866,.757,,,5387,1843,,,,1992,9134
2,1964-65,Baltimore Bullets,BAL,80,19375,3421,7734,.442,,,,3421,7734,.442,2245,3144,.714,,,5298,1676,,,,2119,9087
3,1964-65,Boston Celtics,BOS,80,19275,3567,8609,.414,,,,3567,8609,.414,1890,2587,.731,,,5748,1772,,,,2065,9024
4,1964-65,Philadelphia 76ers,PHI,80,19275,3391,8028,.422,,,,3391,8028,.422,2221,3011,.738,,,5246,1692,,,,2096,9003
5,1964-65,Los Angeles Lakers,LAL,80,19350,3336,7628,.437,,,,3336,7628,.437,2276,2984,.763,,,5231,1601,,,,1998,8948
6,1964-65,St. Louis Hawks,STL,80,19225,3269,7710,.424,,,,3269,7710,.424,2168,2947,.736,,,5208,1691,,,,2069,8706
7,1964-65,Detroit Pistons,DET,80,19325,3467,8297,.418,,,,3467,8297,.418,1747,2537,.689,,,5394,1609,,,,2058,8681
8,1964-65,New York Knicks,NYK,80,19500,3339,7834,.426,,,,3339,7834,.426,1915,2684,.713,,,5206,1550,,,,2283,8593
9,1964-65,San Francisco Warriors,SFW,80,19350,3323,8245,.403,,,,3323,8245,.403,1819,2844,.640,,,5715,1653,,,,2002,8465
,1964-65,League Average,,80,19333,3399,7987,.426,,,,3399,7987,.426,2050,2845,.721,,,5381,1676,,,,2076,8849
1,1963-64,Cincinnati Royals,CIN,80,,3516,7761,.453,,,,3516,7761,.453,2146,2828,.759,,,5400,1916,,,,2139,9178
2,1963-64,Boston Celtics,BOS,80,,3619,8770,.413,,,,3619,8770,.413,1804,2489,.725,,,5736,1760,,,,2125,9042
3,1963-64,New York Knicks,NYK,80,,3512,7888,.445,,,,3512,7888,.445,1952,2852,.684,,,5067,1563,,,,2222,8976
4,1963-64,Philadelphia 76ers,PHI,80,,3394,8116,.418,,,,3394,8116,.418,2184,2851,.766,,,5132,1643,,,,2251,8972
5,1963-64,Baltimore Bullets,BAL,80,,3456,7862,.440,,,,3456,7862,.440,2036,2958,.688,,,5460,1423,,,,2073,8948
6,1963-64,St. Louis Hawks,STL,80,,3341,7776,.430,,,,3341,7776,.430,2115,2795,.757,,,4959,1901,,,,2266,8797
7,1963-64,Los Angeles Lakers,LAL,80,,3272,7438,.440,,,,3272,7438,.440,2230,2910,.766,,,5025,1676,,,,1997,8774
8,1963-64,Detroit Pistons,DET,80,,3346,7943,.421,,,,3346,7943,.421,1928,2685,.718,,,5145,1633,,,,2235,8620
9,1963-64,San Francisco Warriors,SFW,80,,3407,7779,.438,,,,3407,7779,.438,1800,2821,.638,,,5499,1899,,,,1978,8614
,1963-64,League Average,,80,,3429,7926,.433,,,,3429,7926,.433,2022,2799,.722,,,5269,1713,,,,2143,8880
1,1962-63,Syracuse Nationals,SYR,80,,3690,8290,.445,,,,3690,8290,.445,2350,3005,.782,,,5516,1742,,,,2277,9730
2,1962-63,Cincinnati Royals,CIN,80,,3672,7998,.459,,,,3672,7998,.459,2183,2923,.747,,,5561,1931,,,,2203,9527
3,1962-63,Boston Celtics,BOS,80,,3746,8779,.427,,,,3746,8779,.427,2012,2777,.725,,,5818,1960,,,,2090,9504
4,1962-63,San Francisco Warriors,SFW,80,,3805,8449,.450,,,,3805,8449,.450,1870,2797,.669,,,5359,1906,,,,1882,9480
5,1962-63,Los Angeles Lakers,LAL,80,,3506,7948,.441,,,,3506,7948,.441,2230,2931,.761,,,5282,1739,,,,1775,9242
6,1962-63,Detroit Pistons,DET,80,,3534,8188,.432,,,,3534,8188,.432,2044,2852,.717,,,5315,1731,,,,2181,9112
7,1962-63,New York Knicks,NYK,80,,3433,8007,.429,,,,3433,8007,.429,1971,2778,.710,,,4952,1658,,,,2144,8837
8,1962-63,Chicago Zephyrs,CHZ,80,,3371,7448,.453,,,,3371,7448,.453,2053,2944,.697,,,5145,1773,,,,2065,8795
9,1962-63,St. Louis Hawks,STL,80,,3355,7780,.431,,,,3355,7780,.431,2056,2820,.729,,,5096,1902,,,,2077,8766
,1962-63,League Average,,80,,3568,8099,.441,,,,3568,8099,.441,2085,2870,.727,,,5338,1816,,,,2077,9221
1,1961-62,Philadelphia Warriors,PHW,80,,3917,8929,.439,,,,3917,8929,.439,2201,3207,.686,,,5939,2073,,,,2013,10035
2,1961-62,Cincinnati Royals,CIN,80,,3806,8414,.452,,,,3806,8414,.452,2233,2969,.752,,,5665,2154,,,,2081,9845
3,1961-62,Boston Celtics,BOS,80,,3855,9109,.423,,,,3855,9109,.423,1977,2715,.728,,,6080,2049,,,,1909,9687
4,1961-62,Syracuse Nationals,SYR,80,,3706,8875,.418,,,,3706,8875,.418,2246,2880,.780,,,5764,1791,,,,2344,9658
5,1961-62,St. Louis Hawks,STL,80,,3641,8461,.430,,,,3641,8461,.430,2226,2939,.757,,,5557,1996,,,,2166,9508
6,1961-62,Los Angeles Lakers,LAL,80,,3552,8315,.427,,,,3552,8315,.427,2378,3240,.734,,,5600,1878,,,,2057,9482
7,1961-62,Detroit Pistons,DET,80,,3472,8366,.415,,,,3472,8366,.415,2290,3142,.729,,,5823,1723,,,,2040,9234
8,1961-62,New York Knicks,NYK,80,,3638,8696,.418,,,,3638,8696,.418,1911,2693,.710,,,5440,1765,,,,2056,9187
9,1961-62,Chicago Packers,CHP,80,,3461,8405,.412,,,,3461,8405,.412,1952,2901,.673,,,5547,1802,,,,1954,8874
,1961-62,League Average,,80,,3672,8619,.426,,,,3672,8619,.426,2157,2965,.727,,,5713,1915,,,,2069,9501
1,1960-61,Syracuse Nationals,SYR,79,,3654,8746,.418,,,,3654,8746,.418,2278,2948,.773,,,5726,1786,,,,2280,9586
2,1960-61,Philadelphia Warriors,PHW,79,,3768,8883,.424,,,,3768,8883,.424,2022,3108,.651,,,5938,1959,,,,1936,9558
3,1960-61,Boston Celtics,BOS,79,,3699,9295,.398,,,,3699,9295,.398,2062,2814,.733,,,6131,1872,,,,2032,9460
4,1960-61,St. Louis Hawks,STL,79,,3618,8795,.411,,,,3618,8795,.411,2147,2921,.735,,,5994,2136,,,,2135,9383
5,1960-61,Detroit Pistons,DET,79,,3481,8357,.417,,,,3481,8357,.417,2408,3240,.743,,,5813,1866,,,,2157,9370
6,1960-61,Cincinnati Royals,CIN,79,,3626,8281,.438,,,,3626,8281,.438,2060,2761,.746,,,5581,2107,,,,2159,9312
7,1960-61,Los Angeles Lakers,LAL,79,,3401,8430,.403,,,,3401,8430,.403,2204,2999,.735,,,5816,1728,,,,2043,9006
8,1960-61,New York Knicks,NYK,79,,3422,8347,.410,,,,3422,8347,.410,2135,2888,.739,,,5315,1822,,,,2223,8979
,1960-61,League Average,,79,,3584,8642,.415,,,,3584,8642,.415,2165,2960,.731,,,5789,1910,,,,2121,9332
1,1959-60,Boston Celtics,BOS,75,,3744,8971,.417,,,,3744,8971,.417,1849,2519,.734,,,6014,1849,,,,1856,9337
2,1959-60,Syracuse Nationals,SYR,75,,3406,8232,.414,,,,3406,8232,.414,2105,2662,.791,,,5406,1676,,,,1939,8917
3,1959-60,Philadelphia Warriors,PHW,75,,3549,8678,.409,,,,3549,8678,.409,1797,2686,.669,,,5916,1796,,,,1715,8895
4,1959-60,New York Knicks,NYK,75,,3429,8153,.421,,,,3429,8153,.421,1942,2539,.765,,,5251,1666,,,,1942,8800
5,1959-60,St. Louis Hawks,STL,75,,3179,7580,.419,,,,3179,7580,.419,2148,2885,.745,,,5343,1881,,,,1995,8506
6,1959-60,Detroit Pistons,DET,75,,3146,7920,.397,,,,3146,7920,.397,2075,2847,.729,,,5491,1472,,,,1983,8367
7,1959-60,Cincinnati Royals,CIN,75,,3210,7786,.412,,,,3210,7786,.412,1913,2672,.716,,,5251,1747,,,,2097,8333
8,1959-60,Minneapolis Lakers,MNL,75,,3040,7884,.386,,,,3040,7884,.386,1965,2691,.730,,,5432,1444,,,,1813,8045
,1959-60,League Average,,75,,3338,8151,.410,,,,3338,8151,.410,1974,2688,.735,,,5513,1691,,,,1918,8650
1,1958-59,Boston Celtics,BOS,72,,3208,8116,.395,,,,3208,8116,.395,1963,2563,.766,,,5601,1568,,,,1769,8379
2,1958-59,Syracuse Nationals,SYR,72,,3050,7490,.407,,,,3050,7490,.407,2046,2642,.774,,,4900,1340,,,,1961,8146
3,1958-59,New York Knicks,NYK,72,,2863,7170,.399,,,,2863,7170,.399,2217,2802,.791,,,4991,1383,,,,1899,7943
4,1958-59,St. Louis Hawks,STL,72,,2879,7015,.410,,,,2879,7015,.410,2072,2757,.752,,,5045,1567,,,,1937,7830
